,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,genre
1363,0.667,0.755,10,-4.195,1,0.0865,0.569,1.63e-06,0.131,0.602,158.924,5VBueqGOsxaREV9SLDqz5w,196698,3
1364,0.928,0.58,1,-8.615,1,0.361,0.0536,2.35e-05,0.0826,0.402,133.98,2PV7FRABHiYkCSsyMofk4h,134952,3
1365,0.807,0.659,11,-6.92,1,0.332,0.0224,0.0,0.309,0.438,82.465,21UkXrc9kD48rNpTMI2ecz,168727,3
1366,0.355,0.702,8,-12.477,1,0.0382,0.12,0.000199,0.0695,0.538,128.984,4YAZcwW3D7Q3sX4nRo0xz4,346133,3
1367,0.662,0.702,7,-12.285,0,0.0291,0.239,0.0,0.249,0.766,98.067,0sZdlkWO0HQSa9Ev9CBw1Z,251973,3
1368,0.183,0.248,9,-15.54,1,0.0353,0.622,7.81e-06,0.193,0.225,168.785,0RYBlHnkXecmFR1ud2UndW,223493,3
1369,0.711,0.755,10,-12.294,1,0.0325,0.163,0.000237,0.0499,0.745,117.01,2i0hvhqfSgrgNIdGl5cXaS,252133,3
1370,0.586,0.476,11,-12.7,1,0.0358,0.374,0.000145,0.0527,0.799,133.941,3jyUmZy5XJSG9LolzJYXLU,330133,3
1371,0.56,0.323,5,-14.67,1,0.0281,0.634,1.18e-06,0.103,0.43,113.034,00k6GWU8kRfizmvNMqn5Bk,264133,3
1372,0.817,0.677,0,-11.652,1,0.028,0.0742,1.76e-05,0.0973,0.961,112.019,2I1VF99PJAEkzOMaFo5BUD,235467,3
1373,0.573,0.813,5,-10.952,1,0.0401,0.149,7.7e-05,0.335,0.647,99.014,28zp0HrROUYnr2QYQovoLh,258173,3
1374,0.691,0.584,5,-12.175,0,0.0278,0.0126,5.3e-06,0.0765,0.724,113.002,7xG5wW28uWWx2xXIupTaqH,224293,3
1375,0.633,0.699,7,-13.356,1,0.0441,0.219,0.000386,0.0392,0.941,158.035,2tc0vh98nH4QhpDcCVBqHZ,285667,3
1376,0.674,0.69,1,-12.203,1,0.0339,0.258,0.000447,0.0648,0.863,89.009,1EYzlWwCBRIMKiK11XKrRE,278533,3
1377,0.512,0.467,9,-14.159,0,0.0338,0.222,2.49e-06,0.0528,0.286,93.97,2095bsYUqx5v9aoonVwZ3h,248667,3
1378,0.464,0.666,0,-12.165,1,0.0369,0.0725,6.63e-05,0.0973,0.808,176.098,2qvSXLJZnfrjDRIY7UcF5q,301267,3
1379,0.424,0.317,9,-13.205,1,0.0323,0.555,0.0,0.0943,0.188,143.679,7EhBZ0Pve169s3YDBkRHiM,264187,3
1380,0.665,0.332,10,-15.369,0,0.0719,0.859,0.005,0.109,0.173,120.054,6p1qXqvzu2LWl2Aj9aRVeD,161500,3
1381,0.886,0.336,4,-12.779,1,0.239,0.557,0.0,0.0933,0.536,100.044,4Hqh0dS4x07zuRw6eBTO7p,230448,3
1382,0.741,0.39,0,-11.176,1,0.269,0.386,8.4e-05,0.0773,0.571,115.13,4EaeZKfeSQapflKi3oboQY,208696,3
1383,0.677,0.662,10,-10.306,1,0.0474,0.173,0.00265,0.316,0.629,155.966,2fAx4bYi4SvGjzFlDWGD2n,149389,3
1384,0.676,0.533,2,-11.175,0,0.401,0.373,0.0,0.15,0.42,178.981,1kKfQSKTfbGh1YILzkIh8x,177907,3
1385,0.701,0.711,8,-6.666,1,0.127,0.27,0.0,0.0911,0.419,160.0,6F4tgHJ5dE0pVWRPs3m1hs,140040,3
1386,0.57,0.674,7,-8.135,0,0.107,0.189,0.0,0.0772,0.256,87.88,5fA1TwOU2u8K5vPwgrUyOf,132307,3
1387,0.438,0.325,1,-19.158,1,0.22,0.504,0.0,0.0779,0.639,84.554,5NPQoYZRjpUNBlJvWYEHxj,171324,3
1388,0.667,0.637,5,-12.595,0,0.248,0.224,0.0,0.113,0.333,161.856,4l1wcYYpYW28hzTF0YM68r,202960,3
1389,0.904,0.26,5,-17.57,0,0.101,0.277,0.0,0.121,0.231,117.967,0qg0GJp7HSewRCVPP4fKGk,167147,3
1390,0.703,0.538,10,-10.69,0,0.124,0.164,0.0,0.154,0.503,87.47,3kWN4s2lRxg9H7F7JaZU3D,183730,3
1391,0.635,0.416,7,-17.629,1,0.0691,0.193,0.0,0.0885,0.325,84.497,6EBye4ru9DC9YQk183edNJ,147692,3
1392,0.731,0.405,0,-14.41,1,0.148,0.0899,0.0,0.0696,0.591,125.96,0EVG3d1RVbJjYh43fQDcR9,168587,3
1393,0.658,0.748,0,-6.189,1,0.143,0.231,0.0,0.205,0.35,82.539,6jrIg0liFANIULoHFOOeX0,163080,3
1394,0.755,0.603,1,-8.531,1,0.119,0.332,0.0,0.288,0.603,152.019,3NzjEl3LKPNmMyvao1ihCs,157933,3
1395,0.637,0.562,4,-7.348,0,0.0694,0.488,0.0,0.114,0.352,75.041,09YHm6IkdZko28KdEbXtPb,159733,3
1396,0.657,0.59,8,-7.999,1,0.0577,0.807,0.0,0.151,0.436,78.988,5tR2TYOWDUqlZvu74La6qi,175893,3
1397,0.707,0.592,4,-10.057,0,0.265,0.206,0.0,0.0939,0.409,169.897,5s8a3reYfth5IIqIJMtx40,169453,3
1398,0.927,0.638,8,-5.669,1,0.102,0.307,6.59e-06,0.0691,0.819,131.011,0a4sEwtxPbqXYmQvEBqQJt,165733,3
1399,0.805,0.754,5,-3.143,1,0.109,0.345,0.0,0.129,0.611,128.011,7xbYPRXKJcvKvuoltcK6vj,195213,3
1400,0.479,0.715,7,-5.617,1,0.123,0.119,1.25e-06,0.131,0.592,143.616,2QC65CEKa8rCAIiQU2Gvu8,187040,3
1401,0.692,0.819,6,-2.945,1,0.0379,0.00451,0.00532,0.0721,0.499,160.026,25ZUaEKcdyZ9Ou0JRORJM8,197933,3
1402,0.805,0.672,11,-4.614,0,0.122,0.255,1.02e-05,0.0906,0.791,111.024,0FsKQ04gn6CHHOq2ISEm0H,237893,3
1403,0.874,0.487,2,-6.033,1,0.194,0.237,0.0,0.0978,0.371,106.052,3iGvxIXEzpSNyxMLNbqcgM,163173,3
1404,0.6,0.754,1,-5.63,1,0.133,0.253,0.000127,0.102,0.405,168.014,0PCy2ZJO25E3kqmgm7gZX6,241480,3
1405,0.769,0.7,11,-6.147,0,0.149,0.0116,0.000308,0.128,0.55,89.98,7LTj0E1oAuv7d9KJ4aAI5T,208480,3
1406,0.748,0.447,11,-8.389,1,0.075,0.212,0.0368,0.325,0.196,90.034,7BuzRZy8aanLYuPBoH5cxN,226987,3
1407,0.699,0.636,11,-6.177,0,0.205,0.38,0.0,0.102,0.273,83.967,6PXwx87AMGuPjOTIcZVLed,160133,3
1408,0.683,0.769,1,-5.483,1,0.0377,0.279,8.83e-05,0.107,0.498,129.959,7fzvbhCDxpDOia4uQ0Ftjn,202373,3
1409,0.769,0.657,0,-2.605,1,0.0776,0.0936,2.26e-06,0.0662,0.422,170.018,3HcRR40qkr7juMhnS8SlNu,203093,3
1410,0.691,0.64,0,-6.441,1,0.369,0.511,0.0,0.409,0.163,138.672,6MF4tRr5lU8qok8IKaFOBE,202040,3
1411,0.761,0.586,0,-5.368,1,0.359,0.0392,0.0,0.0558,0.719,149.804,36J0iaPDGbYGsHvYpaYs3k,169147,3
1412,0.678,0.695,10,-5.323,0,0.286,0.0485,0.0,0.254,0.242,135.044,1OS9fNE87zO4Z696lBXriv,229387,3
1413,0.507,0.545,2,-7.209,1,0.43,0.25,0.0,0.239,0.392,78.461,03XfngWwNfhEjrnEga73Rg,194613,3
1414,0.509,0.703,1,-6.097,1,0.512,0.39,0.0,0.269,0.301,174.259,7wxDKfgFtRTbupcG4xDhtj,275987,3
1415,0.779,0.597,10,-6.694,0,0.0851,0.561,0.0,0.131,0.432,124.056,4ChD9wq9iakg5UdeSzmgPE,174360,3
1416,0.8,0.826,1,-3.198,1,0.107,0.0706,4.76e-06,0.181,0.241,148.021,2gtFMLjQpCTGekMi4oXZxN,123413,3
1417,0.636,0.8,11,-4.265,0,0.347,0.337,0.0,0.39,0.704,88.657,6n3q5ybuUQFT97ddyuxsFh,238453,3
1418,0.761,0.697,5,-6.164,1,0.0568,0.186,0.0,0.126,0.197,106.051,7dnSXaCjLdFiWZa8s5wP1n,223013,3
1419,0.631,0.687,11,-6.177,0,0.258,0.753,0.0,0.309,0.534,80.706,3QBnJDkME3teXvf52Sfslk,167787,3
1420,0.642,0.647,7,-6.312,0,0.428,0.517,0.0,0.0649,0.664,120.749,5WnfnSpuNEGXyEt78PBA6d,217867,3
1421,0.525,0.725,7,-5.318,1,0.629,0.529,0.0,0.598,0.693,175.63,1KbCc89SxYma4BnBChkJBs,210467,3
1422,0.631,0.568,7,-5.946,1,0.456,0.442,0.00444,0.111,0.263,140.212,2DjLLLV2r88a8TO0hVTVrS,151827,3
1423,0.924,0.385,1,-7.049,1,0.185,0.187,0.0,0.132,0.39,129.976,3pZO6GoVPeSYDxxsH6vCdj,178373,3
1424,0.664,0.61,7,-6.432,0,0.339,0.145,0.0,0.097,0.472,76.024,4nw0S8MtvcLSpXCS9M8ciL,284040,3
1425,0.84,0.484,8,-6.899,1,0.241,0.192,0.0,0.282,0.512,126.023,2b5scDVCDxVsLalecDLAo2,213000,3
1426,0.68,0.883,1,-5.387,1,0.395,0.187,0.0,0.116,0.59,96.173,5KUciA17ZXudpvWAc3mLHs,237853,3
1427,0.825,0.672,0,-7.108,1,0.418,0.0858,0.0,0.123,0.246,147.01,7wTA0NKIm6T7nP2kaymU2a,382307,3
1428,0.788,0.747,0,-4.904,1,0.0874,0.44,0.0,0.108,0.845,120.018,75APtunhuVukVbBLFXBnCP,207924,3
1429,0.646,0.479,2,-9.508,0,0.0918,0.567,0.0,0.113,0.115,145.023,14G3PYQyBwYSiCsKQASY5N,214413,3
1430,0.443,0.731,0,-4.997,1,0.255,0.289,0.0,0.207,0.956,147.818,06BY7fb0Ztz7f7JPRWSBZ3,168649,3
1431,0.842,0.4,11,-11.308,0,0.486,0.0457,0.0,0.172,0.205,130.018,3fcOx9hUmxuj6iGfkLZs3d,192052,3
1432,0.803,0.53,11,-5.784,0,0.349,0.151,0.0,0.268,0.578,137.905,6sslAKA6VVujoro0ULUqWe,188943,3
1433,0.73,0.494,0,-8.705,0,0.259,0.0988,0.0,0.165,0.253,140.974,0DneIrBKhTg2znbtgnrUaG,163404,3
1434,0.725,0.446,11,-11.163,0,0.202,0.0611,0.0,0.125,0.16,126.922,6yaWEe6vv0QBTavUkzpyh9,107717,3
1435,0.759,0.538,8,-8.256,0,0.384,0.151,0.0,0.126,0.831,146.933,2giroMynD0QYRuVIvScsPv,184490,3
1436,0.823,0.449,6,-7.215,0,0.156,0.101,0.0,0.0813,0.615,145.149,5GIMbHVOv3wi9O3iccvzGn,192000,3
1437,0.878,0.524,4,-8.312,1,0.363,0.124,0.0,0.118,0.806,149.145,3e1Z00jHBS7SuovrCJn8QG,181211,3
1438,0.728,0.623,2,-8.066,1,0.305,0.0391,0.0,0.214,0.805,145.973,54QwcFZE6nvfv9xXjau6cQ,171781,3
1439,0.771,0.451,0,-11.566,1,0.376,0.0109,0.0,0.333,0.496,137.987,1QuzktaGICke8MzPezN3Qc,180870,3
1440,0.71,0.477,2,-7.704,1,0.204,0.0758,0.0,0.235,0.512,137.102,78KxpkEYRwGh8jZY5XEyLK,143977,3
1441,0.797,0.605,2,-7.9,0,0.377,0.144,0.0,0.35,0.518,139.963,7nqrlx3FhUaURA80jJjSdD,185402,3
1442,0.733,0.514,11,-8.75,0,0.31,0.0415,0.0,0.103,0.411,139.0,6fiJluyU2jyihQMSq2AEAC,207194,3
1443,0.742,0.489,2,-6.513,1,0.237,0.0427,0.0,0.161,0.29,136.181,351sYdHXYwrOAkJXcvSQFP,187104,3
1444,0.727,0.342,1,-11.8,1,0.368,0.0565,0.0,0.133,0.216,139.968,4rFPLBkPtJOZZXfB1DWGkb,198880,3
1445,0.729,0.373,2,-11.032,1,0.2,0.0779,0.0,0.246,0.19,100.058,6tJh3lWRDyCJ2YpjV7n5SQ,150400,3
1446,0.793,0.494,2,-8.924,1,0.324,0.0608,0.0,0.215,0.353,140.151,5ojcNRGn2zuIH9sNC8yXze,150857,3
1447,0.67,0.574,1,-8.05,1,0.0829,0.411,0.0,0.154,0.39,135.973,1DGNIHdgiOu5cX9wxKksPv,155294,3
1448,0.72,0.429,11,-10.265,0,0.103,0.0303,0.0,0.363,0.245,127.941,1oOTerr82LPpBLwBzWc4QJ,150000,3
1449,0.704,0.521,1,-9.361,1,0.273,0.157,0.00164,0.0975,0.546,144.084,1NKHTrTwTzWQhJp0x2kQXf,200016,3
1450,0.823,0.443,2,-8.539,1,0.329,0.0768,0.0,0.156,0.389,140.048,0rs5rxIgcrQ6LyD9AtUOEe,193515,3
1451,0.649,0.472,1,-10.557,1,0.0336,0.643,3.33e-05,0.118,0.727,129.922,5BHe1qAd55dULvC5NGL4uT,181760,3
1452,0.788,0.642,11,-7.35,1,0.149,0.0981,0.0,0.158,0.512,150.031,1NawUUW8GmiRbJ9UkaKGY4,195750,3
1453,0.778,0.695,4,-6.865,0,0.0913,0.175,0.0,0.15,0.472,149.996,5m5DadHlumg99yzNfALR9R,132780,3
1454,0.571,0.883,3,-3.694,0,0.0944,0.00278,0.893,0.105,0.127,149.936,1j6tLrgywX2iEVm4FRS8aY,176033,3
1455,0.596,0.915,6,-1.251,1,0.141,0.0123,0.602,0.246,0.692,150.221,0gIkNWyRkjF0gBX00NGqaO,208458,3
1456,0.62,0.88,1,-3.71,1,0.392,0.0268,4.94e-05,0.234,0.465,149.685,5NLAsTyuHv8wGq4U7Nq2z9,140800,3
1457,0.393,0.844,6,-4.517,1,0.0682,5.26e-05,0.714,0.0949,0.148,162.056,74jkh8OfcyDgh7oOBcGeBT,242975,3
1458,0.559,0.681,6,-14.88,1,0.061,0.0498,0.687,0.258,0.0758,169.981,3EubCLVporHQYGQhMneUB3,213882,3
1459,0.729,0.869,2,-3.234,1,0.0437,0.00228,4.47e-05,0.052,0.17,129.986,54OvMJnXkXiMa9Sjkie3mu,214163,3
1460,0.627,0.841,10,-5.956,1,0.0354,0.0165,0.0306,0.0935,0.165,150.019,1PfgAnyByiqFKoK8w1bNoC,234878,3
1461,0.535,0.916,0,-1.628,0,0.0544,0.00601,0.228,0.393,0.41,75.114,1z7djwtRs7Qsj4TkX58LPu,216000,3
1462,0.74,0.83,1,-3.783,1,0.0603,0.0336,0.401,0.0961,0.155,135.057,1s6Hp3834diLjm7pCFXKwM,222241,3
1463,0.562,0.969,11,-2.647,0,0.0764,0.0177,0.107,0.152,0.28,150.073,75kriYLU2YKrQZiI0SH3sZ,217600,3
1464,0.784,0.951,10,-2.089,0,0.365,0.311,0.0,0.0924,0.903,140.306,5UERvoUl3NseRHSRc5rKpK,151000,3
1465,0.888,0.891,4,-2.784,1,0.272,0.0516,0.0011,0.0496,0.842,140.003,1nuM2jgjeIs2hVdU5IZXDi,180857,3
1466,0.575,0.886,5,-8.603,0,0.521,0.732,1.3e-05,0.581,0.363,128.546,7q52pMFZQlMEHwn3a1MGIC,50087,3
1467,0.608,0.926,1,-0.916,1,0.425,0.0921,0.0,0.119,0.695,142.913,24FDAsL0TMx8G01YGiMrWK,168000,3
1468,0.489,0.95,1,-2.866,1,0.352,0.263,0.0,0.444,0.766,69.778,5xMlHMumEbQCnep1yJgaKT,184842,3
1469,0.672,0.768,8,-3.805,1,0.0409,0.0302,0.2,0.284,0.376,139.981,5r62HtSFClp3pq1NqapfvG,198000,3
1470,0.56,0.592,5,-11.201,0,0.524,0.846,0.00017,0.37,0.792,118.031,77xTev2LZYY5D6SOCC3L1A,62609,3
1471,0.609,0.959,11,-3.456,1,0.389,0.225,0.0,0.297,0.489,139.759,1pnovMMyfA1EU6sIS4ChfN,181812,3
1472,0.614,0.681,3,-8.856,1,0.826,0.566,3.2e-05,0.408,0.52,126.433,6izSNgZ2dV50AltKOmmHTg,58435,3
1473,0.538,0.748,8,-2.464,1,0.304,0.0168,0.0,0.132,0.645,132.058,5gqK3bKYO8tzmUIdMqIFpJ,217000,3
1474,0.781,0.862,0,-4.908,1,0.287,0.0847,0.0,0.196,0.828,105.068,1WwMfji1bol408Ub9fmtHl,187742,3
1475,0.499,0.99,2,-1.573,1,0.412,0.43,0.0,0.0744,0.572,175.673,5QcQbhsM2lrZx2zz4oc1Gx,197143,3
1476,0.829,0.807,0,-3.366,1,0.288,0.0477,0.0,0.0458,0.278,139.85,0zQidwRv23uDu0YcHxYVmu,184400,3
1477,0.723,0.882,8,-3.779,0,0.205,0.189,0.0,0.25,0.563,119.984,14QOZ8KzoSyEcO9wIn1lgd,278430,3
1478,0.524,0.909,2,-8.543,1,0.348,0.728,1.6e-05,0.787,0.417,85.8,5o3BhwPdeJs2gcjTNNkScm,64163,3
1479,0.765,0.733,4,-3.509,0,0.165,0.00186,0.0,0.297,0.495,133.966,7J6bnDDitOwfelaJNixHhL,148560,3
1480,0.668,0.844,1,-4.151,1,0.0956,0.00389,0.00879,0.119,0.33,159.108,628Ueb4sRiXApObhcU9iPU,172017,3
1481,0.818,0.65,2,-4.328,1,0.148,0.00122,0.0,0.104,0.163,146.015,4vwfOiyWxXeEdx4ejAJgdx,190679,3
1482,0.868,0.657,8,-4.853,1,0.113,0.0158,0.0,0.0995,0.436,162.867,7g7raxdQpiLZT7aOlib4S1,191410,3
1483,0.793,0.574,5,-3.509,0,0.0435,0.011,0.0,0.156,0.0601,136.982,5vuiHi3QYbwcm1OKJOYnrf,199227,3
1484,0.866,0.648,1,-3.675,1,0.0543,0.009,0.0,0.0967,0.0798,150.058,7foypmc7KZyU716Yv63BPe,140793,3
1485,0.755,0.898,5,-0.777,0,0.042,0.32,4.93e-05,0.309,0.576,135.057,4RgoqOBE34Q6zZj8K7RUAx,156530,3
1486,0.774,0.529,5,-4.479,0,0.0532,0.0674,0.0,0.0814,0.227,138.072,6urLjX35oXXRYtcH1b3dCh,228431,3
1487,0.771,0.596,11,-4.086,1,0.0414,0.0379,0.0,0.169,0.0745,135.012,7JGyxh8G8QZnu4AMJuCqlj,190437,3
1488,0.72,0.717,8,-4.043,1,0.046,0.0092,0.0,0.147,0.198,142.926,7bTH8LgGSwyNNE4r1k95Zp,151184,3
1489,0.86,0.799,2,-2.446,1,0.149,0.0532,2.54e-05,0.369,0.491,140.005,7CWiWkccuRRdrmaW6AjVEf,205682,3
1490,0.756,0.757,1,-2.969,1,0.0772,0.0542,0.0,0.211,0.284,140.073,11cCVYamncF0ezwjj1irQ0,251969,3
1491,0.673,0.687,8,-4.567,1,0.0545,0.00304,4.77e-05,0.317,0.159,106.859,2hIFuoXhzcZGvmdtSE35lc,266879,3
1492,0.828,0.617,4,-9.005,1,0.0501,0.625,0.000212,0.137,0.933,105.981,4HB5eGP3h2KME3pMMfVqi9,201856,3
1493,0.727,0.489,2,-5.894,1,0.0334,0.291,0.0,0.13,0.468,138.972,0GHYTBlxXUtRFJJJMT8iJ1,141680,3
1494,0.749,0.348,3,-7.188,1,0.0827,0.642,0.0,0.0805,0.469,91.219,6ziib438DHYVMXCESulpCJ,206267,3
1495,0.81,0.488,7,-7.98,1,0.0663,0.422,0.000457,0.0632,0.353,130.943,1VUDUqZizxZcgX6LZL8Mfp,140973,3
1496,0.72,0.382,10,-8.119,1,0.0284,0.636,4.52e-06,0.281,0.707,97.107,41Lj3myCorUgZ3KpUKGJbV,203085,3
1497,0.887,0.73,10,-8.039,1,0.367,0.281,0.0,0.343,0.575,139.134,7MYB6NZsr2EO3fX8uYv0mZ,110390,3
1498,0.865,0.699,8,-6.062,0,0.196,0.0867,0.0,0.295,0.705,144.949,3ptB4SmuSJTGhQByFrMJVJ,219121,3
1499,0.761,0.634,10,-8.861,0,0.0748,0.0268,0.00225,0.249,0.643,111.972,36MSbuff66q5hXQKfRhK1H,94342,3
1500,0.785,0.475,6,-10.222,0,0.227,0.0175,0.0,0.0991,0.216,88.884,6e1Ztk43h2vhXbjF8QElrS,221616,3
1501,0.777,0.654,4,-4.839,0,0.234,0.0214,0.0,0.502,0.165,129.995,1GlQiPXdfwHJJFbJNBu5kh,162809,3
1502,0.917,0.92,1,-4.997,1,0.272,0.000306,0.0,0.162,0.741,140.03,15R9LIJZZEi0RdKT1I00JO,165019,3
1503,0.814,0.536,1,-6.374,0,0.291,0.00827,0.0,0.113,0.608,140.016,45tIdRb1DnJvqG3HNJL60Y,173396,3
1504,0.771,0.763,1,-4.747,1,0.303,0.00207,0.0,0.436,0.259,140.222,7ELEljWoAUUtwXS7mjlpxr,179760,3
1505,0.837,0.502,2,-5.092,1,0.183,0.00698,0.00578,0.0921,0.139,140.017,75ky0JnmUQkWc1s8BEALJd,142396,3
1506,0.852,0.739,8,-5.29,1,0.234,0.00663,0.0,0.241,0.487,138.078,6S0ptX1XC6YCDgGOBBQO9L,153827,3
1507,0.915,0.82,11,-4.082,1,0.287,0.00604,0.0,0.158,0.518,130.022,3JmxQbjMTtujmx7urjXdYR,160687,3
1508,0.793,0.567,7,-6.316,0,0.329,0.0358,0.0,0.101,0.58,139.994,2djGZ9RvZTY1sgF4JpAmAy,175015,3
1509,0.894,0.693,11,-6.27,1,0.191,0.00339,0.0,0.115,0.303,133.036,4isleQC3Yv3oyNAk0OY6FW,170558,3
1510,0.733,0.862,7,-4.997,1,0.062,0.0174,0.0,0.379,0.592,140.004,14CgbtEvXKLjh05JxMw5nX,192207,3
1511,0.793,0.931,1,-3.712,1,0.277,0.000221,9.58e-05,0.151,0.659,119.993,0OqkDDtVyg8DC3rffuZ9YB,204916,3
1512,0.824,0.598,1,-6.743,1,0.226,0.0713,0.0,0.122,0.181,119.92,2b58PSYS0NWzDp4f2feUY2,195112,3
1513,0.506,0.672,1,-6.39,0,0.259,0.00246,0.0,0.387,0.494,139.837,68lSLXWq4xbcxQ32mHDi0b,151714,3
1514,0.82,0.55,0,-5.856,0,0.202,0.0295,0.0,0.24,0.454,128.052,6TVSpXajU62msLvyMdDN32,205275,3
1515,0.806,0.883,8,-3.064,1,0.251,0.185,0.0,0.111,0.693,129.98,64GjyHmQwFTQN5nwFrq4Bx,147722,3
1516,0.718,0.668,0,-6.984,0,0.134,0.484,0.0,0.108,0.587,142.039,1jA356QrTRpXPUe3s8Y01A,181720,3
1517,0.845,0.458,6,-7.223,0,0.151,0.0855,0.0,0.0788,0.559,145.198,6Yq3BjlEh35sj6LEnyhPqh,188000,3
1518,0.739,0.526,2,-10.013,1,0.307,0.689,0.0,0.111,0.388,158.001,11suBfKjJrGpYauhJ0fR8Q,136000,3
1519,0.853,0.737,8,-5.113,0,0.274,0.00381,0.0,0.0692,0.428,154.998,0iAVmgHHkGYh4NuHVjq9l9,207394,3
1520,0.831,0.695,8,-5.399,0,0.281,0.00683,0.0,0.196,0.556,154.992,5rJTpQr67fywRjaR5Og1BK,202795,3
1521,0.83,0.576,4,-8.543,0,0.268,0.665,2.63e-06,0.11,0.365,118.059,6am1tkwpYefbip0hNjoOcd,163291,3
1522,0.965,0.46,1,-10.472,0,0.398,0.0505,0.0,0.0926,0.575,117.983,5IaEgra8gBxt5yb3e31ElI,205410,3
1523,0.8,0.384,1,-11.533,0,0.423,0.49,0.0,0.103,0.408,113.051,4IQVogcJzjhNnv5aSXZfPQ,154713,3
1524,0.824,0.699,4,-7.325,0,0.347,0.504,0.0,0.183,0.503,112.962,4NU8rfsCZ5haDln4Xld9O4,178144,3
1525,0.939,0.482,0,-8.594,1,0.156,0.00256,0.000726,0.0802,0.433,139.956,2WN9RZkuGwZ57lFbBivTnf,239000,3
1526,0.76,0.708,1,-6.667,1,0.196,0.197,2.41e-05,0.111,0.422,159.974,6mrhAgWjTVljcXmqpGTVkJ,62400,3
1527,0.428,0.91,7,-7.298,0,0.856,0.297,0.0,0.141,0.1,170.182,1POMAVbmjEJKQhw0MKn2Dw,340697,3
1528,0.52,0.884,5,-4.145,0,0.446,0.466,0.0,0.172,0.649,81.302,7xELYjgvcjbWc287c1kfWd,267401,3
1529,0.769,0.55,8,-8.251,1,0.173,0.115,0.0,0.0867,0.36,140.014,1y0x2iwmNb7hUou72DBOze,178745,3
1530,0.509,0.787,7,-6.754,1,0.265,0.359,2.76e-05,0.26,0.507,114.449,3bfADkn4569mddf3NuIyKh,287360,3
1531,0.526,0.896,8,-4.708,1,0.197,0.588,0.0,0.37,0.745,129.313,4c5DfSNdMMD0WfAzC11Eb5,130893,3
1532,0.884,0.657,6,-4.569,0,0.0977,0.00589,0.0,0.154,0.489,107.059,2XijsLg3IR0IkUMKtlqdvT,234693,3
1533,0.539,0.731,3,-5.085,0,0.453,0.112,1.19e-06,0.129,0.568,81.114,1FUcuS5FpYqBrIgTD9fXTQ,271773,3
1534,0.752,0.489,1,-5.233,1,0.137,0.11,3.57e-06,0.202,0.373,108.005,7grlZyuGxtz5uWBNJ7aCmO,300973,3
1535,0.406,0.798,11,-5.585,0,0.432,0.26,0.0,0.461,0.58,71.547,7iVC68z9TYxNpFCQfs6TUE,268493,3
1536,0.796,0.766,7,-5.974,1,0.238,0.0742,0.0,0.0827,0.558,110.034,6oakQZRgFZ5FRHDr3GoiPF,219333,3
1537,0.301,0.686,2,-8.36,1,0.0831,0.442,0.000115,0.121,0.276,79.036,7KCvyzT5jtlJwoyUN8Uw0A,291720,3
1538,0.615,0.743,1,-4.58,1,0.325,0.254,0.0,0.665,0.515,111.914,2bwC0ggz9qwYcCIpM1fBzK,283120,3
1539,0.731,0.661,6,-6.562,0,0.376,0.145,0.0,0.12,0.369,87.912,0lGb6cqAouFJqlNT0HJEcV,292520,3
1540,0.624,0.729,1,-4.747,1,0.198,0.415,0.0,0.135,0.334,87.948,4eZCJ2OFRnyfbPwH21tPL0,261747,3
1541,0.665,0.558,2,-7.863,0,0.303,0.566,4.57e-06,0.219,0.37,89.953,69u3f33ziqgUZkHpxhWuid,263360,3
1542,0.553,0.852,10,-4.08,0,0.305,0.00713,0.0,0.463,0.27,176.058,5iazFRMdIQ78zSjPoxWQNI,328827,3
1543,0.443,0.635,11,-5.404,0,0.223,0.455,2.07e-05,0.285,0.672,93.742,4AzVz6cA7rsH4mYP1hmPhz,241680,3
1544,0.541,0.809,8,-4.286,1,0.324,0.708,0.0,0.72,0.753,120.094,6v0yKEba7ZN6BHkOOoWfsN,336013,3
1545,0.567,0.525,10,-9.043,0,0.75,0.665,0.0,0.708,0.416,86.935,4AS5UEGASSIcbnwfDGOoK2,727107,3
1546,0.445,0.57,6,-6.842,1,0.446,0.732,3.05e-06,0.114,0.336,83.717,5SBAYPEfyW2hTPnoioWGYY,253803,3
1547,0.629,0.747,4,-7.215,0,0.115,0.361,0.000332,0.144,0.534,157.531,4RzuPybR74kxuBY9qMvEJL,240957,3
1548,0.514,0.391,8,-8.449,0,0.407,0.21,0.0,0.112,0.471,79.312,5VPPgWCYdkkZ865ybcE0jm,235566,3
1549,0.484,0.517,11,-5.473,0,0.198,0.785,0.0,0.111,0.536,106.855,5NI8V1SMozjXZIdsuenlZL,281519,3
1550,0.74,0.354,1,-11.251,1,0.116,0.366,0.000638,0.0942,0.0357,94.911,0oeeMCj9IJkgvl3tGpzu8Q,353698,3
1551,0.669,0.809,8,-3.823,1,0.347,0.0318,0.0,0.133,0.58,166.109,203mVoocZZHOi17MkkYLVT,266325,3
1552,0.763,0.657,0,-4.85,1,0.414,0.122,0.0,0.0947,0.53,192.041,7qkILZ1KDBqIeXM1nqPRQQ,240218,3
1553,0.502,0.863,11,-4.462,0,0.256,0.0514,0.0,0.0717,0.335,86.05,185OqqaJTCWTgQoEpG1KvE,205264,3
1554,0.477,0.501,11,-9.178,0,0.0398,0.706,5.61e-06,0.0953,0.689,81.376,2ducmmobqydJmv8or1OKTo,253562,3
