,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,genre
5854,0.734,0.425,1,-6.296,0,0.0542,0.215,0.0,0.115,0.141,143.023,0cYEVefTAF0JGy6uIPawjG,148794,3
5855,0.718,0.576,0,-7.167,1,0.0315,0.049,9.59e-06,0.179,0.342,149.991,3EB5KdciwQ6drOqUBXHwdP,133400,3
5856,0.753,0.503,2,-6.213,1,0.0406,0.049,0.0,0.15,0.648,136.892,1akB0Fn6w8U0j2hrDcj1kZ,159889,3
5857,0.683,0.357,0,-13.473,0,0.0581,0.569,0.0052,0.116,0.385,82.93,0FYv59xkGBB5dnDHDFJ8Ff,187498,3
5858,0.8,0.531,6,-8.338,1,0.0395,0.0344,7.11e-05,0.063,0.357,112.061,0FufCV5ijbTxAH0lTWmaXc,227080,3
5859,0.734,0.86,8,-5.7,0,0.0936,0.368,5.54e-06,0.111,0.878,178.036,6Q0YxsP9Rne0Tn2xQCRE5W,206267,3
5860,0.822,0.759,11,-5.327,0,0.0438,0.436,6.01e-06,0.131,0.718,88.975,76Omd00sQI6JHawM9jRmdU,190813,3
5861,0.613,0.928,7,-4.339,0,0.0409,0.0115,0.0099,0.145,0.742,127.987,7iPTTMeE9iVad9joU3H77r,221507,3
5862,0.747,0.739,5,-5.256,0,0.0931,0.142,0.0,0.273,0.737,175.978,7mPwkbaoiQ5bf8FPbRJzUr,243227,3
5863,0.665,0.776,9,-5.105,0,0.0444,0.0733,0.378,0.127,0.585,128.011,1BaFWMy0Xzoj2uiRe90D1k,293667,3
5864,0.833,0.841,11,-4.874,1,0.0752,0.248,6.89e-05,0.339,0.961,130.02,0hjpvMv3YQayMq5sLqiriN,227027,3
5865,0.696,0.477,7,-8.633,1,0.0642,0.795,0.0,0.134,0.642,89.983,5r4EBakOO9mcr5qf6rofdJ,148533,3
5866,0.77,0.726,1,-6.072,0,0.0678,0.138,2.05e-06,0.0463,0.665,92.005,2NOrzvW356mqOjOJdrvA5A,223093,3
5867,0.746,0.768,8,-5.639,0,0.082,0.291,0.000545,0.134,0.919,165.871,2xlJjxPpFYrQb3CfmPWq6J,215840,3
5868,0.789,0.726,7,-6.44,0,0.059,0.229,0.0,0.157,0.574,91.988,5UV5GBYptv6RpYcuB7P6ha,215253,3
5869,0.601,0.978,6,-4.294,0,0.0889,0.0349,0.011,0.892,0.615,130.017,6skbUNHxioTsOtVe6oYwRv,210267,3
5870,0.796,0.739,7,-4.616,1,0.0783,0.178,1.67e-06,0.157,0.816,88.011,35YvsH37RkOqUWaNuJFnqb,174667,3
5871,0.731,0.67,4,-6.43,0,0.203,0.0278,0.0,0.131,0.658,175.944,6klAm7Z2oR2FM7lozc7agF,199933,3
5872,0.78,0.609,3,-6.017,0,0.0704,0.0796,0.0,0.199,0.955,87.964,4Qup5wrYCm9I4dJHxmoRJY,220853,3
5873,0.638,0.957,5,-3.175,0,0.0382,0.0721,7.93e-06,0.305,0.764,108.003,4yWhlpnu0sGs7jiMfNPsYM,230053,3
5874,0.801,0.814,5,-6.407,0,0.087,0.379,0.0,0.219,0.965,110.047,2AmOtrSrZp2AjjJknt7vz3,187587,3
5875,0.812,0.68,8,-4.377,0,0.222,0.0485,0.0994,0.0951,0.765,119.992,08soQVTDRaEDMCu6cjz9Lu,160013,3
5876,0.533,0.969,3,-3.02,0,0.0558,0.0676,0.698,0.0966,0.246,150.027,0dolBdu2pV52zcx7tH0Goy,203200,3
5877,0.505,0.959,11,-7.773,0,0.468,0.31,0.0,0.38,0.206,74.417,4KYkQJtLhfljtBNR4ZZIQK,207933,3
5878,0.651,0.69,8,-8.323,1,0.364,0.351,0.0,0.0886,0.536,88.225,0uvUX4vCOY15sNw7zxW4vB,242000,3
5879,0.522,0.978,1,-6.084,0,0.474,0.0912,0.0,0.367,0.267,139.263,2WBdmqKAZvQ8qYYlr3cMr9,222947,3
5880,0.495,0.963,8,-6.361,1,0.419,0.229,0.0,0.28,0.453,84.577,0VzMQ0wYS9Souf1Y4Qx7Oc,205000,3
5881,0.568,0.864,4,-5.584,0,0.262,0.0223,0.0,0.925,0.444,145.404,3aFqqqx6yA0VUOaU9FFPu1,234267,3
5882,0.565,0.709,8,-7.743,0,0.249,0.54,0.0,0.0993,0.732,80.421,2gmVkh070XuuE2Ft2xTs1A,116000,3
5883,0.42,0.8,6,-6.684,0,0.287,0.0807,0.0,0.416,0.592,72.187,7xnWf5a64XIU2CLTKyvLzm,199333,3
5884,0.491,0.753,11,-6.405,0,0.301,0.0104,0.0,0.0978,0.156,145.82,0iQdjh2lN0vI8x41RRzwEe,281627,3
5885,0.591,0.893,7,-5.752,1,0.413,0.0269,0.0,0.382,0.47,77.564,3WyUWv3OeZhxAeXE24TLwU,245413,3
5886,0.678,0.836,1,-7.003,1,0.126,0.00518,0.0,0.358,0.187,177.996,13b82zSA4uplblYrJdbBlW,243707,3
5887,0.465,0.904,1,-5.127,1,0.408,0.564,0.0,0.322,0.609,99.435,23LLeIa1Ygme0WmTVFpOYX,238533,3
5888,0.708,0.724,8,-6.307,1,0.0447,0.202,0.0,0.111,0.408,99.922,78ZLVzVyfyns1cbh1uKMsx,193253,3
5889,0.467,0.968,2,-3.93,1,0.347,0.453,0.0,0.321,0.568,83.604,2YYppPudfrfRONaCXLZBbk,311973,3
5890,0.46,0.75,8,-5.178,0,0.38,0.36,0.0,0.369,0.431,74.259,50QBbhmFGRdnsFyqRxVyi9,241920,3
5891,0.702,0.801,1,-5.921,0,0.0783,0.0982,4.1e-06,0.347,0.278,88.034,2bDzvnC8vO9xQtpZsLFTlz,259053,3
5892,0.696,0.723,2,-7.275,1,0.131,0.00406,0.0,0.326,0.284,139.895,10vUPar0wgXVEHok9hDPLK,211200,3
5893,0.615,0.805,7,-6.203,1,0.313,0.0112,0.0,0.299,0.411,81.0,3EFrCJoy1bHzzCA57BGyEO,244053,3
5894,0.51,0.816,10,-4.598,1,0.236,0.168,0.0,0.589,0.324,89.305,0qUP8nxnuhv1uWhLsJIAqT,269053,3
5895,0.624,0.854,9,-6.091,1,0.353,0.00608,0.0,0.171,0.492,113.464,3ikoNiB5DblzHAJuSFZruB,115453,3
5896,0.765,0.551,7,-7.645,1,0.349,0.0962,0.0,0.117,0.722,84.02,0ONg0JACwKN4BwRdl2jypb,125657,3
5897,0.808,0.313,1,-7.992,1,0.245,0.116,0.0,0.0991,0.277,159.951,4viLFSt63lJgCEZMfJwxI4,181087,3
5898,0.698,0.487,1,-8.171,1,0.0481,0.0948,0.0,0.132,0.276,109.831,4ahELrbG6oIYOb3DK8Lhgu,158006,3
5899,0.75,0.561,6,-5.188,0,0.341,0.241,0.0,0.106,0.145,142.083,4gVlNneWTY4h00H20jhN2Z,128451,3
5900,0.865,0.447,1,-5.933,1,0.36,0.0146,0.0,0.109,0.266,110.175,2XKHr2tM96oWYFr3YVotWx,139663,3
5901,0.821,0.468,1,-7.297,1,0.33,0.0683,2.89e-05,0.0889,0.0563,168.017,5M642Cm1RHcDEnTEsDFK0P,148571,3
5902,0.807,0.594,0,-7.893,1,0.262,0.627,0.0,0.114,0.299,129.999,2p6YX37k0es5YcycfjB42q,195692,3
5903,0.644,0.675,4,-4.423,0,0.304,0.0293,0.0,0.103,0.721,155.737,1YwCmf9Lsms77NmKMUQ5KZ,124615,3
5904,0.62,0.803,11,-5.705,1,0.404,0.0511,0.0,0.257,0.881,170.061,2EpfaEsD8LJN8WMsVGnhPP,113631,3
5905,0.609,0.63,1,-6.544,1,0.272,0.21,0.0,0.102,0.609,161.912,0yQx2miyESHAB6qy3KGLKS,142222,3
5906,0.843,0.412,2,-9.905,1,0.428,0.135,0.0,0.138,0.405,140.05,7sDb7Kj9kVKx3s9TUtNvgi,193776,3
5907,0.616,0.79,6,-6.145,1,0.36,0.00618,0.0,0.309,0.495,175.142,7310Nyki77OoILcPlmOZNf,125517,3
5908,0.73,0.696,2,-3.692,0,0.0702,0.579,0.0,0.197,0.706,121.105,2uh3sjOF9RNomD5YR7oNvk,127033,3
5909,0.943,0.383,8,-7.746,1,0.591,0.0859,0.0,0.0529,0.751,132.086,4vWmH4e8Q0hWcdY5CPq84z,118182,3
5910,0.87,0.356,1,-10.74,1,0.48,0.0736,0.0,0.113,0.282,127.966,2exB0Nd9vaDuXavViEGpjM,217505,3
5911,0.905,0.522,11,-6.117,0,0.0609,0.0617,0.0,0.113,0.642,130.055,5PQ6CZzjEbCrM9SOrsSZvf,182490,3
5912,0.494,0.867,7,-4.534,1,0.0857,0.0431,5.45e-06,0.109,0.265,144.91,3XMV0HXT7l0xJUaXvNU7uh,218690,3
5913,0.69,0.65,1,-4.992,0,0.0961,0.504,0.0,0.254,0.846,124.601,0ZcPvGfNFJDYOMfbs8GJfK,175973,3
5914,0.561,0.527,8,-5.387,0,0.0382,0.589,0.0,0.147,0.791,176.588,6SPkgVi2fQdAxB9w5mEHwl,154613,3
5915,0.243,0.406,5,-8.221,1,0.0326,0.729,0.0,0.307,0.298,174.753,6gUMV27wQuOs791R736pvD,240427,3
5916,0.519,0.73,9,-5.127,1,0.0638,0.433,0.0,0.0457,0.936,172.825,54EDZaX3DdNMn8NDNUQpjj,199000,3
5917,0.43,0.508,7,-6.971,0,0.027,0.505,0.0,0.119,0.197,86.306,5zCiT0CBLRfjzjTgQDFzHU,196120,3
5918,0.663,0.704,6,-4.207,0,0.0349,0.388,0.0,0.1,0.837,124.969,7Bg9IQTJTkNESkoJ25Vu9a,148947,3
5919,0.725,0.766,7,-4.536,0,0.0322,0.359,0.0,0.0893,0.899,138.384,5NRnsURBLcYmzjopdI4SjD,176160,3
5920,0.501,0.86,2,-4.507,1,0.0365,0.248,0.0,0.0469,0.938,179.479,4namkxyqYTRooHppNEAGod,125347,3
5921,0.608,0.61,2,-5.432,0,0.0328,0.591,0.0,0.0594,0.522,110.476,0wSW0BKdQuyy4SWj5muyGu,205880,3
5922,0.615,0.633,7,-5.014,1,0.0433,0.283,0.0,0.0917,0.581,138.116,1Wa4raGQqEzAXP72xVHEEb,158413,3
5923,0.509,0.366,5,-8.927,0,0.0284,0.692,0.0,0.0936,0.0886,116.868,6lmbuKgFxoo1Bl6WvpJUgD,256533,3
5924,0.594,0.647,4,-5.25,0,0.0407,0.552,0.0,0.147,0.884,128.731,1ao41O8i5RV7WNhGT55r6p,167173,3
5925,0.738,0.681,2,-4.727,1,0.0337,0.352,0.0,0.108,0.876,82.859,7w2qUjeldpAkTcwBFwvEmb,146800,3
5926,0.672,0.772,5,-4.334,1,0.0427,0.757,0.0,0.123,0.697,159.869,43edrm2GNiN7Vy9nvhztMq,190133,3
5927,0.357,0.574,5,-5.973,0,0.0384,0.675,0.0,0.162,0.724,75.715,7IhWSYsttIEBnhSKCXHWtx,158880,3
5928,0.561,0.711,0,-4.43,1,0.0305,0.241,0.0,0.122,0.338,130.663,5eKnFypLbk0QmGVVxdjYgt,230680,3
5929,0.666,0.538,7,-5.42,1,0.029,0.376,0.0,0.0624,0.381,121.984,3rXpI0slXfnrOfSEwgWivs,167520,3
5930,0.639,0.582,11,-4.486,1,0.0293,0.402,0.0,0.113,0.768,91.963,36Ezm0CVuLelXizGU7wRzv,136213,3
5931,0.612,0.714,7,-4.967,0,0.0326,0.619,0.0,0.304,0.929,93.07,7kbvmLNZTfLnzLDXL5Y9bv,164027,3
5932,0.709,0.553,2,-5.133,0,0.0307,0.414,0.0,0.0686,0.613,140.1,0Kzf6qSTzNwyI2FVGsTRO5,193667,3
5933,0.59,0.607,7,-5.57,0,0.0278,0.673,0.0,0.203,0.572,77.343,5WhR95bwqSSdvLyxCaAcdO,189720,3
5934,0.423,0.537,9,-5.912,1,0.0451,0.254,0.0,0.0499,0.387,166.939,4a4Wto9pNqlfj7PGgPF59U,165893,3
5935,0.431,0.377,7,-7.735,0,0.0282,0.706,0.0,0.123,0.289,86.092,5SGgoFrA2GQ9nE2nu5Bm9H,243493,3
5936,0.6,0.601,7,-7.279,1,0.0363,0.651,0.0,0.1,0.356,120.77,0AAEIHYEWD8XJJLuPwtzQd,172160,3
5937,0.771,0.678,1,-4.798,1,0.259,0.141,0.0,0.105,0.351,140.037,2NJrgJw4xpHrP36wxv8sYK,123481,3
5938,0.8,0.658,1,-6.142,0,0.079,0.25,0.0,0.111,0.462,140.042,35mv9EpkPJ6ppvddRasakY,195429,3
5939,0.761,0.517,5,-6.916,1,0.0927,0.114,0.0,0.157,0.46,147.912,5ha1vfw8dD4FghC1HEu98M,174730,3
5940,0.694,0.697,8,-7.373,0,0.0379,0.162,0.0,0.0821,0.379,89.966,2bOaDlWJXIehsaQPQs5vaJ,178329,3
5941,0.832,0.549,1,-8.259,0,0.0602,0.168,0.0,0.11,0.384,140.045,57FNYz14MjKVoRTbxtv4A1,181496,3
5942,0.675,0.577,7,-5.431,0,0.338,0.331,0.0,0.0857,0.568,193.777,2bRavn7vNWfXnbMArDz0r4,222680,3
5943,0.626,0.673,6,-6.658,0,0.252,0.366,0.0,0.111,0.315,89.877,05t6POnTptz0XIhREEwrY9,174333,3
5944,0.71,0.713,11,-5.229,1,0.22,0.042,0.0,0.181,0.568,158.109,6Nj9ouhquYWYPGGy2lZltn,122279,3
5945,0.863,0.716,1,-6.332,0,0.154,0.195,0.0,0.145,0.961,132.076,3oCANhsnHc2CZJ49Er9sTO,163636,3
5946,0.759,0.56,6,-6.911,1,0.151,0.0739,0.0,0.111,0.676,149.038,0kx6jF6PRdfUtFf8aNt2Zv,157852,3
5947,0.561,0.627,0,-6.786,1,0.267,0.0686,0.0,0.112,0.354,149.001,1KLMyrGRj9xtmVdd6p8nuj,201596,3
5948,0.789,0.517,6,-7.969,0,0.0974,0.406,0.0,0.113,0.442,124.935,57Z4GPgimCuVsDMCoPoPoI,234240,3
5949,0.788,0.583,1,-6.105,1,0.087,0.0434,0.0,0.108,0.468,80.044,7bCUtCj9Fy0ZLOmcO5jgn6,186000,3
5950,0.51,0.516,4,-7.599,0,0.107,0.342,0.0,0.0968,0.427,111.941,6eR4OOBbu6hjLDGKvp7GvD,162857,3
5951,0.426,0.539,1,-7.75,0,0.231,0.0888,1.83e-06,0.187,0.537,81.528,48Id9A38XXCp2cPVcYeh5J,159018,3
5952,0.432,0.642,11,-5.408,0,0.337,0.216,0.0,0.156,0.726,78.379,37Ogvj2cz92xlwevYLRwm4,154286,3
5953,0.785,0.457,1,-8.002,0,0.0621,0.29,0.0,0.122,0.687,128.93,3Fd2i5YLXVEFVHv6iIKl5U,139535,3
5954,0.659,0.654,7,-7.196,1,0.355,0.0692,0.0,0.107,0.551,77.671,5gngFHJIRJOzYPk3CIyXJo,178065,3
5955,0.67,0.598,8,-7.273,1,0.219,0.000338,1.31e-06,0.0488,0.955,135.04,6UB2DVbGp6ALp6rktjkuHk,88889,3
5956,0.568,0.62,8,-9.096,1,0.0371,0.000113,0.959,0.0955,0.809,134.973,58bubeuRcCKO43SIGWiMjQ,96147,3
5957,0.686,0.557,1,-9.324,1,0.286,0.073,0.909,0.102,0.283,160.083,0g4ZsrWpFCoCQeqk7hVIUW,182577,3
5958,0.73,0.608,1,-10.581,0,0.192,0.0597,0.899,0.112,0.0641,90.018,7LdM6bktPiGh2WoqAKhzt3,170527,3
5959,0.676,0.505,11,-11.539,0,0.0604,0.0729,0.875,0.142,0.584,155.0,7qPKbUB3fdtBghSyGjQ5eh,176516,3
5960,0.731,0.463,6,-12.974,0,0.172,0.224,0.871,0.101,0.615,81.522,065gsKBVzWCZUBY24XWUzl,154601,3
5961,0.829,0.66,6,-8.349,0,0.0869,0.106,0.423,0.0703,0.461,132.058,5k1nhB5jK3A4Xjscp5FZaA,167273,3
5962,0.729,0.342,7,-8.21,0,0.399,0.258,0.929,0.109,0.15,193.928,5Sw2AG28APyrBtJZW3n9Su,225155,3
5963,0.673,0.558,8,-8.276,0,0.0771,0.00369,0.894,0.182,0.729,157.96,51ANRKCAw2pSchOTHCeuuB,122279,3
5964,0.825,0.41,5,-11.264,1,0.103,0.473,0.896,0.0997,0.583,147.996,3DhWs7YxhjzJfrWzmK964q,174730,3
5965,0.829,0.197,6,-15.016,0,0.0667,0.601,0.889,0.113,0.296,125.022,4zwET3Mbb1x52hxFPenVMf,230400,3
5966,0.673,0.545,6,-10.793,0,0.0897,0.193,0.891,0.112,0.0392,180.019,2FACOe6jex5DYs8K8xTVDa,174333,3
5967,0.764,0.492,6,-12.106,1,0.179,0.0625,0.732,0.111,0.286,148.986,3MVDvl2svU4hjZGJ3OfILo,157852,3
5968,0.776,0.581,11,-9.516,0,0.0986,0.329,0.826,0.119,0.524,154.003,7Ew273kZ8xrapuLaZF5LiD,154286,3
5969,0.881,0.456,1,-11.54,1,0.0843,0.098,0.876,0.147,0.518,129.033,3vMynAE6MFojPMyCoSoG5i,141395,3
5970,0.719,0.401,4,-11.362,0,0.304,0.151,0.913,0.0914,0.399,84.029,0fkXtWwDetupZYgiS1IwxP,162857,3
5971,0.709,0.519,0,-13.019,1,0.0552,0.0176,0.937,0.102,0.153,150.008,33peu729qHbMskafP5IsCB,193572,3
5972,0.8,0.461,1,-11.808,0,0.289,0.0738,0.873,0.111,0.152,140.086,6cRuZc0B8uzuCYOEB8oI7D,195429,3
5973,0.665,0.354,8,-10.832,0,0.153,0.311,4.07e-06,0.186,0.192,87.505,0jQCL4yEeMOGXSUg8DzsXC,201758,3
5974,0.762,0.355,10,-10.28,1,0.0476,0.597,0.00558,0.107,0.229,126.014,32vZ6As4SagEdfDiYm6Zr0,207260,3
5975,0.629,0.34,1,-14.613,1,0.197,0.819,0.0,0.107,0.331,59.03,2vQ66Q5EQLihBf5VJUezyX,196091,3
5976,0.801,0.72,2,-6.533,0,0.185,0.387,0.0,0.157,0.689,90.004,4h64gyZOvryQKM5IqXX6Co,191467,3
5977,0.774,0.473,1,-5.122,0,0.0569,0.221,0.0,0.222,0.416,97.953,4cEONREpY8NQJMuGQP95Kl,177253,3
5978,0.714,0.652,7,-4.533,1,0.0567,0.172,0.0,0.0672,0.401,94.953,6LWNFoxRPn3tNT4NWrnYdd,187187,3
5979,0.0,0.298,5,-17.75,1,0.0,0.962,0.0,0.0,0.0,0.0,6l2rjQ3Do4wO5MhVQcNIS2,6973,3
5980,0.758,0.574,11,-6.889,0,0.0572,0.46,0.00272,0.102,0.261,151.985,0JvUjekRwmDcQq4S0Sxocf,191147,3
5981,0.701,0.783,0,-5.607,1,0.0591,0.236,0.0548,0.174,0.77,75.027,64v9hdV7sK9F1JJuS6pyX9,174640,3
5982,0.473,0.54,7,-4.568,1,0.0788,0.626,0.0,0.445,0.221,90.029,6jOHBovQhmPB8oxvZvrqYx,194613,3
5983,0.811,0.681,8,-5.565,1,0.0491,0.43,0.0,0.0941,0.901,139.982,62Z2zITagG4pewr55Ik5Jb,208227,3
5984,0.689,0.702,2,-5.278,1,0.0356,0.203,0.00052,0.145,0.562,98.018,6h16XSWRshybNiTzc6nJQY,207787,3
5985,0.359,0.469,0,-10.277,1,0.0509,0.299,0.832,0.438,0.158,152.03,6jotI5ifRmAPHXRRugCnMn,72760,3
5986,0.82,0.424,2,-14.248,1,0.0737,0.000336,0.419,0.245,0.104,122.018,19jVWPPwfdlNF4dFc1juVo,299200,3
5987,0.772,0.868,10,-3.598,0,0.109,0.366,0.0,0.154,0.502,121.995,54sWAItnOUuJzizLkNcmpI,346307,3
5988,0.695,0.77,5,-5.343,1,0.0584,0.0159,1.6e-05,0.144,0.614,142.015,1JJtCCHBzkCBzEEAMaPwQO,236320,3
5989,0.594,0.891,1,-6.464,1,0.0414,0.0186,0.0,0.0795,0.576,140.059,7jsKqbMgqV7WeSi3zoiB1c,370240,3
5990,0.743,0.886,10,-5.123,0,0.0358,0.000647,0.00382,0.0696,0.417,108.011,6zZ7P0UGZK0N4b3O2zSP78,233507,3
5991,0.726,0.663,10,-7.963,0,0.34,0.0126,0.000179,0.119,0.405,145.96,2zmZU487BGF1SM6UeRrei7,144641,3
5992,0.753,0.566,9,-10.23,1,0.0641,0.293,0.0,0.122,0.379,116.919,0KC3YxpfgoAffDu8xkIKyP,75920,3
5993,0.757,0.71,5,-7.142,0,0.2,0.0367,0.0,0.24,0.674,140.028,3WJjU15vvD0HeimDeOIdVj,133293,3
5994,0.687,0.668,1,-5.77,1,0.586,0.0963,0.0,0.0301,0.744,120.031,1xAloORvD1bDCcTp94BbxQ,170080,3
5995,0.695,0.603,10,-8.03,0,0.254,0.193,0.0,0.198,0.616,134.948,2MzKQhPi1hwD8OiabvyxY7,147973,3
5996,0.482,0.467,2,-11.19,0,0.372,0.0928,7.29e-06,0.635,0.179,172.024,2OxpnXpG5BqPHrGgvjdvor,201973,3
5997,0.772,0.868,10,-3.598,0,0.109,0.366,0.0,0.154,0.502,121.995,7a2PbDkjOmnogaZRaD2ea3,346307,3
5998,0.631,0.742,9,-5.747,1,0.325,0.0662,0.0,0.0997,0.606,158.957,0muBwc3atvfQnso4vP2Lrb,170747,3
5999,0.833,0.736,10,-6.758,0,0.0916,0.229,0.00135,0.109,0.594,91.99,2gZ4EL4hekUe5YEfkJMWa6,103734,3
6000,0.496,0.779,6,-11.817,0,0.0584,0.00107,0.4,0.447,0.506,142.38,35CFmx8HXyk0cBIV0QCN6X,257627,3
6001,0.789,0.536,6,-6.862,1,0.242,0.41,0.0,0.129,0.437,81.039,43PGPuHIlVOc04jrZVh9L6,165926,3
6002,0.559,0.63,5,-7.344,0,0.358,0.0323,1.21e-05,0.373,0.888,82.873,6qEmYNiGuVFcvkUGtkrhqm,95683,3
6003,0.605,0.342,0,-6.596,1,0.41,0.0125,0.00265,0.107,0.312,170.041,31Kk9eSpMdHycZR1OIYYtk,206013,3
6004,0.672,0.68,6,-5.527,0,0.333,0.198,0.0,0.103,0.315,77.872,7iiuSTgyi1t1wMOPmTvRzK,191613,3
6005,0.752,0.69,9,-7.577,1,0.323,0.0762,0.0,0.229,0.7,160.042,3Rajy8wGsUhSqLc9kuVjI2,158680,3
6006,0.812,0.483,1,-7.79,1,0.211,0.169,0.0,0.309,0.381,128.017,5ynBL54z8lZSCLLmsIb3ZL,184627,3
6007,0.842,0.606,0,-6.36,1,0.37,0.0132,0.00276,0.102,0.298,164.084,0fqlMXHPsK3sTrOBxpNqcf,189387,3
6008,0.797,0.705,11,-5.88,0,0.174,0.0289,0.0,0.0993,0.91,140.075,3X0o7mWtLn7r5OUBdCx0Bs,193227,3
6009,0.86,0.528,10,-8.114,0,0.0643,0.152,8.13e-06,0.112,0.73,140.065,5HmJebSEmuMkrAwW9iX9sx,176093,3
6010,0.844,0.576,8,-8.254,0,0.404,0.311,0.0,0.267,0.773,142.092,1Dj9X5KmWdYQjeS7ufxP3k,230053,3
6011,0.493,0.568,8,-7.304,1,0.295,0.216,0.0,0.101,0.318,84.033,0EXOsIxd3wCwGajRUJRBRT,285640,3
6012,0.808,0.403,8,-10.07,0,0.508,0.0216,0.0,0.111,0.411,125.969,4kb6Yiou16MvF9jy1DuN7H,198375,3
6013,0.584,0.896,0,-4.902,1,0.262,0.0342,0.0,0.225,0.602,170.951,42iii8uZknIVhGkoufWULI,210280,3
6014,0.711,0.598,3,-7.621,0,0.182,0.19,0.0,0.15,0.737,140.175,7Bo2FT3IIZy3mr6yEmm3Tk,123429,3
6015,0.914,0.732,8,-6.1,0,0.241,0.0166,0.0,0.107,0.469,94.066,09DHGVIoGw2KvQYnTqGkPm,171067,3
6016,0.891,0.559,5,-6.388,1,0.0814,0.0643,0.0,0.0872,0.438,121.933,7sFfDZ9HfbEkhlEEHvowPf,181577,3
6017,0.918,0.477,5,-5.09,1,0.056,0.32,1.98e-06,0.0719,0.68,99.959,74uFS8sXO8NFLJ7lzigjFj,154375,3
6018,0.886,0.53,1,-5.738,1,0.31,0.0362,1.76e-05,0.15,0.197,133.845,2Tey1d2JlpMfhrxkJnuRid,143792,3
6019,0.893,0.856,6,-3.824,0,0.214,0.618,0.0,0.554,0.73,90.946,6KUOfxAXsmgzkq7BQRJmmf,259373,3
6020,0.662,0.896,1,-3.212,1,0.318,0.0637,0.0,0.168,0.54,90.891,0WavufsKXbMsCPEPc5Laiv,236352,3
6021,0.832,0.32,1,-9.293,0,0.0487,0.0654,2.86e-06,0.111,0.0689,122.025,1AQ2gyNSxs8cwP8bKgXCPV,251855,3
6022,0.711,0.746,9,-7.341,1,0.39,0.00426,0.0,0.135,0.767,91.478,3kWghkcXo0syEPTvipHCld,208196,3
6023,0.738,0.868,1,-4.15,1,0.0348,0.0371,0.0,0.294,0.199,130.002,7zJAqDtQyKYvxupvaVOeo5,252933,3
6024,0.818,0.816,10,-2.012,0,0.2,0.0497,1.16e-06,0.127,0.741,89.8,5HwHqAjZUTFojjEksWdlNj,277827,3
6025,0.592,0.902,7,-3.262,1,0.111,0.0195,0.0,0.183,0.622,143.04,2Mz1RV1ZzqJeKLCVWMFfHV,240110,3
6026,0.583,0.943,1,-3.919,1,0.427,0.0129,0.0,0.309,0.581,109.474,5NZNRNI9Z1gojPIGVCcabh,177360,3
6027,0.679,0.679,4,-6.747,0,0.167,0.443,0.0,0.153,0.245,119.921,3RUEEWjkfYRhteHiN5hybE,148676,3
6028,0.51,0.809,0,-4.595,1,0.324,0.243,0.0,0.171,0.345,135.072,5lCuNziuDQMdlCxjDKsP8y,190853,3
6029,0.618,0.717,7,-5.737,1,0.318,0.00256,0.0,0.625,0.603,190.046,7czqWHJaBnHF5C3MDF9pdu,196693,3
6030,0.895,0.778,1,-6.4,0,0.185,0.349,7.67e-05,0.0934,0.739,141.984,4WHlcTMlhvOBMcZvfixWa9,196154,3
6031,0.812,0.741,0,-5.003,0,0.177,0.308,0.0,0.21,0.536,92.042,2xLlus5ygu2jA9GVGMkWg8,185460,3
6032,0.845,0.733,1,-4.237,1,0.233,0.0619,0.0,0.292,0.277,90.945,7lNzWaRwqk2QdXXCMhFH76,179507,3
6033,0.876,0.733,10,-4.478,0,0.333,0.0208,0.0,0.0999,0.962,154.911,4u11SmL7NNvNQObIrwfofs,148648,3
6034,0.566,0.614,8,-6.177,1,0.337,0.14,0.0,0.115,0.673,99.306,4EHxJtmeILS5UPEGwgW37W,295640,3
6035,0.732,0.746,11,-6.367,0,0.226,0.00276,0.0,0.109,0.407,155.096,17UvwOkFo5fwcTGJpvhC8C,182707,3
6036,0.733,0.671,0,-5.698,0,0.249,0.171,0.0,0.118,0.529,101.129,6ySZopYrlGoQ2PJd9naWbx,269867,3
6037,0.82,0.871,1,-2.767,1,0.246,0.127,0.0,0.101,0.69,84.013,4NPMqbpTUO7sFJC5rwzirv,191933,3
6038,0.835,0.435,5,-11.429,0,0.366,0.397,0.0103,0.339,0.861,123.507,1P6MUPI4IaR3QKqHnyrOzy,331720,3
6039,0.886,0.708,10,-4.391,0,0.36,0.176,1.53e-05,0.328,0.533,145.967,1Cc33WHd3iZxvS3xi4cMVu,142808,3
6040,0.889,0.705,11,-8.683,0,0.392,0.389,1.04e-05,0.0692,0.815,141.069,11xIpshprLRRvhEUBdyeHt,183830,3
6041,0.832,0.512,1,-4.697,1,0.442,0.0176,0.0,0.123,0.193,142.976,7cVzsHk8g9j5urDDGCAW2M,178595,3
6042,0.846,0.651,7,-5.481,0,0.128,0.634,0.0,0.125,0.581,140.047,3yUhYfvQ0qGScpVe5AYWrV,223921,3
6043,0.457,0.621,10,-5.923,1,0.138,0.218,0.0,0.0944,0.634,85.359,5QZKcQDp0tCcvMdyqEciBV,224638,3
6044,0.622,0.794,7,-4.45,0,0.438,0.228,0.0,0.547,0.216,71.047,4GSBObGq3DuiKFlytKBbEw,196946,3
6045,0.657,0.694,4,-6.109,0,0.349,0.12,0.0,0.62,0.244,198.674,3cLc5HfEVkD78OA8Z6IEet,148421,3
