,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
134,0.793,0.611,0,-11.24,1,0.0595,0.00147,0.303,0.233,0.577,119.049,0MYE6fa8iWEmOMJ4Nod6Rx,415080,4
135,0.799,0.547,7,-12.715,1,0.212,0.000216,0.831,0.123,0.446,102.251,51ujyI13ZEOMza6IyH40g0,397013,4
136,0.751,0.532,7,-12.128,0,0.0645,0.00437,0.345,0.351,0.754,100.478,3ndrSUElJWxnfoXWEIofi2,227707,4
137,0.755,0.758,11,-13.716,0,0.13,0.000101,0.916,0.101,0.624,95.709,4IK3mFO5Neck4xqCbSQ2og,250493,4
138,0.753,0.319,7,-11.517,1,0.094,0.00771,0.852,0.11,0.373,105.881,082M2BkjGspGM9NIjAWf54,193493,4
139,0.778,0.421,9,-9.634,1,0.0678,0.00229,0.644,0.121,0.919,105.539,0MA76cxSkhNnDscwNof4wq,242187,4
140,0.855,0.574,0,-9.989,0,0.109,0.000812,0.0517,0.23,0.482,127.69,6hYviXwSNU2Byxc6thT8ZZ,208373,4
141,0.802,0.495,4,-7.541,0,0.0664,6.9e-05,0.425,0.0941,0.41,94.911,316jiJXMyGmhX9v1VI3sGd,179467,4
142,0.878,0.808,2,-10.742,1,0.348,0.0127,0.00616,0.348,0.332,99.254,2ncsRa8aOP4etT7zpUp3DV,202493,4
143,0.918,0.852,1,-4.13,0,0.171,0.0131,3.95e-05,0.0649,0.827,102.018,6cPRw4mmh4hp3yntbOi7l8,138292,4
144,0.865,0.699,8,-6.062,0,0.196,0.0867,0.0,0.295,0.705,144.949,3ptB4SmuSJTGhQByFrMJVJ,219121,4
145,0.679,0.696,5,-4.298,0,0.374,0.1,0.0,0.239,0.16,144.731,6k3PpDhbH8xAcCtsij9yWC,198104,4
146,0.583,0.759,1,-5.006,1,0.404,0.551,0.0,0.102,0.534,151.714,4gYKygAseSVqpvu5vblkJY,206180,4
147,0.578,0.678,10,-6.235,0,0.292,0.259,0.0,0.297,0.441,144.028,3ztvVHfH1xtk2bLDlKw03P,206835,4
148,0.484,0.761,2,-5.353,1,0.177,0.172,0.0,0.315,0.396,83.412,7HbTivPwKFwnrtDrya93gr,202105,4
149,0.758,0.528,0,-9.199,1,0.124,0.149,0.0,0.081,0.261,99.993,3JZ23tAD3kFjFHtXnzvDKm,230043,4
150,0.668,0.611,10,-5.291,0,0.354,0.121,0.0,0.611,0.466,158.106,5nvluNXPg2YPVOlXcovEZX,196822,4
151,0.73,0.825,1,-3.842,1,0.277,0.158,0.0,0.089,0.529,149.891,34QNjtkGbYI9R1o2TphyBd,221371,4
152,0.724,0.631,0,-5.846,1,0.373,0.15,0.0,0.154,0.334,154.872,6cHlBIY1NmdVVlHoSfwx0u,136290,4
153,0.568,0.532,11,-6.068,0,0.28,0.0177,0.0,0.122,0.314,162.864,06ryQYdabVd3WjbNiK6QsF,178100,4
154,0.591,0.622,8,-5.597,1,0.22,0.477,0.0,0.158,0.294,109.561,0B6M1Nu9qeYvN8qyRLJdyn,190345,5
155,0.58,0.618,2,-4.839,1,0.415,0.714,0.0,0.843,0.752,148.264,57gXWnMmIu6TDkOIK0BxsT,155346,4
156,0.722,0.81,5,-3.395,1,0.373,0.482,0.0,0.0954,0.937,176.108,1mHLxIGKfmWBdH1bZzO7pW,234556,4
157,0.523,0.56,5,-9.423,0,0.145,0.0532,0.83,0.0981,0.151,96.167,4FQytrC7QjGy8mecYCnsuy,230470,4
158,0.823,0.62,1,-5.811,1,0.285,0.0286,0.0,0.113,0.27,149.963,0H28MyZ0xZCAEHk3qDLvho,134539,4
159,0.719,0.604,1,-7.118,0,0.411,0.301,0.0,0.129,0.151,123.346,2CAlRYiVLlR7FPC7jGtGzw,218144,5
160,0.728,0.765,10,-6.765,0,0.034,0.0389,0.0,0.226,0.61,108.025,6L8JIrsaK86nIcdTNqTgra,226395,4
161,0.797,0.579,8,-6.75,0,0.121,0.048,0.0,0.0532,0.562,92.906,6MnTarMnDVXjoIgiaeHqWC,219325,4
162,0.72,0.575,5,-6.733,0,0.109,0.3,0.0,0.114,0.744,138.095,3CJF70haV9jHZC4g1FvqPH,242107,4
163,0.867,0.547,1,-6.502,1,0.111,0.0319,2.03e-05,0.0337,0.926,108.182,4morW5Xb6ABvGZ0uMQOOio,200157,4
164,0.759,0.639,0,-7.612,0,0.0308,0.196,0.000127,0.34,0.89,92.965,3Gsd7hiqVi5xEUJN6X3qfL,213067,4
165,0.6,0.507,5,-9.691,1,0.0294,0.305,0.0,0.167,0.487,79.0,0gmTjrstJO0YGrAbfRdXqd,242890,4
166,0.769,0.681,11,-8.862,0,0.0492,0.0282,6.8e-06,0.1,0.792,125.331,3695at4nFFKvdw15b4Rn8L,268933,4
167,0.587,0.557,4,-10.14,0,0.0279,0.293,0.000188,0.0819,0.795,76.415,587n0OEdqRZ2cBv0sog74j,238957,4
168,0.633,0.785,11,-10.207,0,0.0384,0.231,0.0,0.0506,0.513,103.019,4BlAEX1RHFiKmN77NUH4Un,270041,4
169,0.55,0.468,10,-11.365,0,0.499,0.242,0.0,0.0656,0.539,89.278,6FD3liZ3fwzz9b7r1QsCkw,228302,4
170,0.626,0.733,5,-8.931,0,0.126,0.17,0.000278,0.245,0.93,175.67,4CbXd8MYbHwpviTRKGMz6u,219133,4
171,0.746,0.873,8,-8.739,0,0.0517,0.293,0.0,0.0937,0.961,103.18,2fxr26bIRMbk33Zw4KfoXm,233267,4
172,0.768,0.427,7,-11.398,1,0.173,0.0475,5.42e-06,0.062,0.473,82.497,0PZaX8upGBiPpM2QsuzZOd,263573,4
173,0.583,0.938,4,-9.524,1,0.137,0.454,0.0,0.18,0.563,95.946,23AnxB6ak1ilKmXlZ1GNOQ,250467,4
