,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
6526,0.558,0.947,2,-5.368,1,0.0587,8.5e-05,0.104,0.0569,0.269,103.989,0d68rizMmDdlNQ75eK8c1V,249587,4
6527,0.45,0.942,1,-4.515,1,0.06,7.94e-05,5.43e-05,0.165,0.364,158.946,3pZMbhoWzWA974ISeH24cH,252467,4
6528,0.435,0.893,3,-3.869,0,0.0385,9.01e-05,3.56e-05,0.0777,0.645,162.864,4z62VZ0JYIZpoq0FJKK6g1,194627,4
6529,0.721,0.856,7,-5.394,0,0.166,0.00834,1.12e-06,0.0751,0.83,147.894,22q2JRhizCGw3TbijLxOxY,201067,4
6530,0.425,0.74,7,-5.541,1,0.0403,0.000121,9.11e-05,0.0701,0.642,170.039,3lWjtyNr7ct11lM9vlsThs,267427,4
6531,0.61,0.907,6,-3.97,0,0.0419,8.81e-05,0.0136,0.186,0.913,149.898,7xzexymqpqwc8V3ZIXv8lD,270800,4
6532,0.609,0.768,2,-4.163,1,0.0406,3.47e-05,4.38e-05,0.127,0.941,133.79,2C3x3MfjkGicW64KXKxiK0,202227,4
6533,0.463,0.886,9,-4.248,1,0.0487,5.53e-06,0.0077,0.0979,0.487,131.904,0Wvkn2BWi5Phu0pwb3bJ3E,219280,4
6534,0.434,0.958,2,-4.582,1,0.091,9.87e-05,0.00267,0.238,0.464,160.747,6cRlK4STVbOwoO1Sk3KB5P,242307,4
6535,0.373,0.884,4,-4.167,0,0.0786,1.47e-05,1.23e-05,0.159,0.281,144.498,1b2wkQBCYIRfCp12UCQXSz,265933,4
6536,0.574,0.936,1,-3.484,1,0.121,0.00897,0.0,0.157,0.836,88.909,3isKxmWlEP6dU8Cm3Yxtte,175240,4
6537,0.474,0.955,9,-4.419,1,0.0692,0.000202,1.33e-05,0.235,0.44,114.918,4FmPEhVMeLWrWvvs6vQEqB,152840,4
6538,0.354,0.931,8,-5.862,0,0.0782,0.000126,0.0167,0.348,0.656,173.398,1uDYnYz75P9WUq7EUHcT4S,198933,4
6539,0.548,0.696,7,-6.076,1,0.0318,5.83e-05,0.163,0.106,0.288,127.962,7p9JRZ6CKqCLE7Ezeepv0V,233733,4
6540,0.652,0.802,8,-5.948,1,0.0494,0.00379,6.47e-05,0.0547,0.715,126.965,6K6ZxJvHXlBBJ0LktDWqXF,217133,4
6541,0.565,0.89,0,-5.481,1,0.0285,0.00537,6.61e-05,0.213,0.744,119.862,4GiLKZ6Fd3d5UMJMGuzAA0,182827,4
6542,0.516,0.876,7,-3.342,1,0.0379,0.00185,0.000561,0.192,0.642,84.138,57kh2BD0CKqWdL5HG5pPBP,201933,4
6543,0.452,0.981,4,-3.336,1,0.345,0.00962,0.0,0.269,0.486,189.961,3Ii4HtUUrW0q7KddOoYMjp,243267,4
6544,0.562,0.908,8,-3.773,1,0.121,0.00452,5.85e-06,0.25,0.775,156.485,4Cw0Fjd4Oa3UTm42hTYaTe,178293,4
6545,0.529,0.908,6,-3.677,1,0.0603,0.00269,0.0,0.176,0.697,155.314,2toOc6IRh9byRYaZM4PgHL,141760,4
6546,0.446,0.969,7,-5.074,1,0.0511,3.99e-06,0.24,0.18,0.557,146.122,3943hjwmFBXUrtTgCXDb9t,191933,4
6547,0.629,0.73,0,-5.46,1,0.0337,5.11e-05,0.116,0.24,0.781,131.316,7B16QTve5X6vJu0gjx3YwJ,203707,4
6548,0.609,0.65,2,-4.749,1,0.0422,0.00669,0.0,0.291,0.651,132.012,3ulnR7VbZjk49rv5nZ3Tlo,267907,4
6549,0.549,0.745,0,-5.777,1,0.0345,0.0634,5.21e-05,0.181,0.422,108.947,4ojdInpwKppwN4cytKYaBa,238067,4
6550,0.578,0.488,4,-11.63,0,0.0301,0.61,0.147,0.117,0.307,104.972,62nT917Meg1F4w2LfhCKi2,283867,4
6551,0.437,0.724,3,-6.743,1,0.0309,0.16,0.000841,0.096,0.376,169.381,3qgiT5fljUm0MpRRrIZ4d3,219173,4
6552,0.423,0.977,0,-3.306,1,0.16,0.00129,4.72e-05,0.0838,0.64,188.003,2q66IHJGdMu1R735BVp8Ze,159282,4
6553,0.532,0.932,1,-3.665,0,0.0961,0.00343,0.0,0.059,0.786,171.537,6FDouYWgF2e8ydiDkOf3S5,218241,4
6554,0.482,0.951,2,-4.123,1,0.244,0.00758,0.0,0.0589,0.478,174.201,5Z6Gl1TJ78LKwQhj7TrwXN,183570,4
6555,0.439,0.939,2,-3.538,1,0.129,0.00933,0.0,0.367,0.818,189.917,0tBJHWBfMiPTlllW2awm4b,150820,4
6556,0.489,0.948,10,-3.149,0,0.0861,0.0017,2.24e-05,0.116,0.535,95.564,69sNQtiGa9mzVh3c5Uq4bl,174337,4
6557,0.373,0.958,5,-4.45,1,0.177,0.000408,1.36e-06,0.311,0.447,158.873,5LnCGLaqj5nPetweVFWFQK,197742,4
6558,0.408,0.961,2,-4.094,1,0.194,0.00149,1.13e-06,0.255,0.483,198.067,1S5hfxQtgNKyAa06eVur3n,178580,4
6559,0.63,0.945,9,-3.328,1,0.0914,0.0209,0.0,0.0978,0.773,135.867,1n7wDiC5ogrrVUXuDMKKbU,158288,4
6560,0.576,0.91,2,-4.264,1,0.0447,0.0274,0.0,0.101,0.963,204.233,5yQ3MiQuQUDZsElOBQOKLd,200955,4
6561,0.453,0.933,9,-3.939,1,0.105,0.0204,0.0,0.125,0.6,167.002,3d5VTqF9OF1yke5gTaT2Du,204032,4
6562,0.56,0.95,2,-4.853,1,0.104,0.0047,4.25e-05,0.0483,0.647,93.487,1HRFfCXjogQ5fCg45lKtXg,183599,4
6563,0.317,0.918,10,-4.296,1,0.139,0.00252,0.0,0.0752,0.617,186.409,3MCDdWCV5CARhyy4VTRm9u,197259,4
6564,0.509,0.889,2,-3.185,1,0.0364,0.132,0.0,0.166,0.643,171.058,3V7UEDDMWnXoYxIqJVZ9j2,163282,4
6565,0.44,0.534,8,-6.58,1,0.0311,0.18,1.6e-06,0.373,0.152,144.013,5Obg180iICxF8iiy76UAKd,197242,4
6566,0.472,0.731,7,-4.294,1,0.0305,0.22,0.000207,0.189,0.367,152.918,6w4uTbApR2vLqva1EGPQUH,252365,4
6567,0.583,0.504,8,-4.861,1,0.0272,0.0233,0.00467,0.0568,0.621,99.985,6M8Vmvrr4URtl1WFO5YTN6,239908,3
6568,0.55,0.844,2,-3.192,1,0.038,0.0914,4.76e-05,0.0944,0.445,142.975,3L7f4LTSJSLeRAZ4krdL5n,195920,4
6569,0.664,0.42,8,-5.658,1,0.0305,0.777,0.0,0.122,0.324,114.958,6kD1gXUcx3e8zbEWQ3sqpR,301724,4
6570,0.65,0.744,11,-4.357,1,0.0255,0.0378,0.0,0.218,0.788,119.858,3YBhiwnCRJAzuNifKwgv5w,161047,4
6571,0.73,0.759,11,-3.319,1,0.0347,0.0264,1.01e-05,0.165,0.805,112.004,729vvxn3RM3sRpK9Keioga,239515,4
6572,0.57,0.549,8,-5.873,1,0.0297,0.094,0.000275,0.199,0.267,121.013,4Dv1fiRcHLask5nMqAXy8z,303440,4
6573,0.653,0.895,1,-3.201,1,0.0274,0.0249,0.0,0.257,0.867,133.05,03N17n4DMS9OzudqKQxdba,185057,4
6574,0.667,0.63,2,-4.212,1,0.0299,0.00193,0.0,0.12,0.263,126.016,7FHfl3eZ2y5diIEXfA6NW4,219139,4
6575,0.586,0.397,7,-6.212,1,0.0313,0.0314,1.64e-06,0.116,0.436,122.946,6pz0PToJZP95JlatAf40nx,238802,4
6576,0.353,0.959,3,-3.799,1,0.0391,0.00231,3.71e-05,0.0585,0.769,85.392,1b9rTL7fD5gUluzWsOv57T,230480,4
6577,0.37,0.97,6,-4.181,0,0.0946,1.54e-05,0.532,0.288,0.375,125.582,77b1LYWeR3eJMCkkrGdjxR,147547,4
6578,0.335,0.971,2,-4.907,1,0.0552,0.000681,0.0658,0.13,0.493,155.52,5ISLO6F6VFYKOIs77yvOw6,195213,4
6579,0.209,0.951,2,-4.651,1,0.0862,2.96e-05,3.77e-05,0.0763,0.71,183.9,147hB6bEdzAlF0R6mUeJyZ,127507,4
6580,0.22,0.965,4,-4.622,1,0.0583,0.00447,0.0,0.365,0.294,109.387,4fNM4bTAhMvYbD77tl4qcb,176213,4
6581,0.374,0.978,7,-4.448,1,0.134,0.0148,0.0,0.141,0.26,164.68,5JMWQZSvY2z6oNQhaFlD9Z,191933,4
6582,0.293,0.872,4,-4.857,1,0.1,2.93e-05,0.0,0.139,0.541,190.127,7u5lao88jk6r3eGr6mJNEv,204160,4
6583,0.26,0.977,11,-3.815,0,0.104,5.37e-05,0.0146,0.372,0.283,161.911,0e7qAMR6iCPizSLwF9rLxE,185227,4
6584,0.486,0.916,4,-5.023,1,0.0688,0.0471,0.000424,0.325,0.933,132.507,4euZuag8f0euqmmMWQcJbI,169080,4
6585,0.327,0.969,2,-3.055,1,0.0522,0.00177,0.0,0.0421,0.46,89.913,34IugdWVXGHED3imm3gAcb,189347,4
6586,0.377,0.944,2,-2.973,1,0.106,0.00068,0.0268,0.361,0.457,139.409,2r8k2TunbEeVsnXhbjWFmv,278667,4
6587,0.215,0.928,2,-4.352,1,0.0887,0.183,1.27e-06,0.365,0.405,165.721,7wIS4NJFHWV8D5vcxGmsJv,176187,4
6588,0.264,0.986,0,-2.458,0,0.212,0.000111,0.0826,0.361,0.197,136.564,2PdgmzttPHFcltgduWkcwu,204827,4
6589,0.438,0.896,9,-4.566,1,0.0595,0.000235,0.000179,0.216,0.746,82.925,1TrqOcOpfyURgXtLxrwww6,134160,4
6590,0.209,0.989,9,-3.157,1,0.111,9.52e-05,0.145,0.082,0.195,171.921,6VYtelxAFDBqHyCxzIXxDU,273120,4
6591,0.303,0.962,9,-3.388,1,0.0403,0.000174,0.0,0.254,0.547,167.164,3qfJJY8u8pGI4dkI1zFhNB,171373,4
6592,0.405,0.87,5,-7.787,1,0.102,0.0493,0.899,0.3,0.81,120.152,2d5R4rVAoa13CvAFiSGnJ2,166053,4
6593,0.258,0.954,3,-4.142,1,0.049,0.0032,0.000129,0.0622,0.523,84.916,159Dn5IpZWveAdwGqhsMAk,265160,4
