,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
145,0.319,0.0997,1,-23.278,1,0.0481,0.99,0.0065,0.119,0.143,70.364,7CpQ9C6Qj3C7kYx5fZwQSh,163425,4
146,0.313,0.271,10,-16.434,0,0.0892,0.964,0.121,0.104,0.255,168.792,2b07xT8XxpVw5LZudCv7tw,269490,3
147,0.196,0.0995,7,-22.403,1,0.0383,0.991,0.000205,0.321,0.394,86.81,5WAa7rYvntns7ib0XxXXia,130293,4
148,0.1,0.0107,2,-28.627,1,0.0537,0.994,0.716,0.0663,0.0753,82.229,3CE87YPXzEyiXzo5WZ1xSB,269840,3
149,0.183,0.105,7,-22.786,1,0.0421,0.994,0.00818,0.088,0.164,94.599,7MYboqx022jt3VTZHNWlYS,156240,3
150,0.12,0.0231,7,-29.829,1,0.0462,0.992,0.00912,0.0833,0.0386,170.122,6jaoUr3eV5nSrQtbkuhz3m,381347,1
151,0.176,0.0121,0,-30.387,1,0.0461,0.991,0.0235,0.0591,0.0357,112.661,61j8Cfjchu6dWQYhPQoeSY,279533,5
152,0.174,0.0783,0,-24.545,1,0.0375,0.988,0.014,0.23,0.149,87.683,6GAWZCIqs9X5FoBdFdQiPb,196000,3
153,0.242,0.0869,0,-21.081,1,0.0361,0.993,0.911,0.112,0.121,81.719,3YTFiCFjj60cPDuGry8Cbc,275000,4
154,0.0893,0.106,0,-23.746,1,0.0449,0.975,4.59e-05,0.122,0.129,70.232,5lQn3mq2ni8ni80JWVY2cN,363907,3
155,0.237,0.0278,5,-26.828,1,0.0387,0.988,0.0,0.0635,0.155,82.472,4RrzCC1Bl0HU4NruHExRPn,239813,3
156,0.387,0.0156,3,-31.35,1,0.0498,0.981,0.0,0.0816,0.349,135.956,2QWjuxmLJyjHKVhI1KaEhQ,104920,5
157,0.166,0.00517,5,-32.039,1,0.0539,0.987,0.715,0.0838,0.0385,129.851,5ppA6Bxggs3C9f2lJQwweV,345773,4
158,0.203,0.0427,4,-27.097,1,0.0516,0.991,0.0431,0.102,0.0422,79.064,6RzV4mNubP4pBmk9qgSrGo,170187,4
159,0.364,0.0505,9,-26.395,0,0.047,0.98,1.72e-06,0.0647,0.146,104.359,5DZN6zlHPwG5fX5AunGPac,184627,4
160,0.274,0.0989,4,-25.661,1,0.0428,0.993,0.0141,0.134,0.0705,79.63,7nd0ECn5PHT3liZTejqrzd,89427,3
161,0.158,0.0374,7,-29.574,1,0.0364,0.906,0.954,0.328,0.06,132.667,2ALJ235nQuEKZCpKCEfzfj,131133,1
162,0.284,0.127,10,-23.773,1,0.0445,0.93,1.2e-05,0.347,0.0966,119.099,02tBnBDpkWwfJOrunEiPV8,227533,4
163,0.309,0.12,8,-25.377,1,0.0488,0.963,6.27e-05,0.606,0.27,80.92,2xRSXUsQ9uMB81fppeG3WQ,242787,4
164,0.234,0.158,7,-21.821,0,0.0393,0.881,1.34e-05,0.0763,0.227,76.674,6ii7SqKscyUm4Z5k6Pa5iR,128280,4
165,0.382,0.0555,10,-28.19,1,0.0932,0.961,0.0,0.359,0.0798,105.901,0Gm2LMwehqcrjH6Hns7jAc,146667,4
166,0.203,0.13,10,-24.549,1,0.0565,0.964,8.29e-05,0.0972,0.124,65.826,6Fj2xi8fE9CPy7C7G1U5GA,447106,4
167,0.153,0.0449,4,-28.933,1,0.0588,0.879,0.000211,0.705,0.0596,171.095,5tg1s3f5Sdf93BwZ0IatKE,230254,3
168,0.275,0.0232,9,-32.158,1,0.0392,0.977,0.0549,0.0677,0.186,95.468,5gGpBkBgJJ9wPVOcnpXH0y,132200,4
169,0.146,0.0924,2,-23.423,1,0.0459,0.874,0.00494,0.0888,0.0422,74.691,4OQh0OVrpF8iFyzMbrkDIl,445826,3
170,0.457,0.092,5,-25.799,1,0.108,0.915,0.0,0.562,0.186,87.626,7dhHNWnZGUYSmHPdd0ZJJ2,79560,3
171,0.172,0.0303,0,-30.846,1,0.0439,0.984,0.000973,0.107,0.0799,87.501,78b47rPEPrMFCA4QZvCmLH,225174,3
172,0.301,0.0503,5,-28.103,1,0.0464,0.951,0.034,0.0878,0.039,90.094,51vVzvGSroAdE1IbEGnMCZ,116493,1
173,0.201,0.0918,7,-25.408,0,0.0664,0.964,0.000804,0.0989,0.074,82.916,5Wk7dTruwixVUlLkTAZDvc,340294,4
