,dt,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3
3439,1618732800,2,280.38,1.43,15.59,25.75,4.77,11.45,12.24,1.22
3440,1618736400,2,273.71,1.59,13.2,30.04,4.71,11.59,12.37,1.09
3441,1618740000,2,263.69,1.96,10.8,35.41,4.65,11.43,12.21,1.05
3442,1618743600,2,250.34,1.84,8.65,37.55,4.05,10.71,11.44,1.09
3443,1618747200,1,240.33,1.47,6.6,43.27,3.25,9.67,10.24,1.11
3444,1618750800,1,230.31,0.85,5.36,52.93,2.68,7.34,7.77,1.19
3445,1618754400,1,226.97,0.79,5.66,52.93,2.71,5.78,6.22,1.62
3446,1618758000,1,230.31,0.87,7.03,50.07,3.16,5.67,6.16,2.12
3447,1618761600,1,243.66,1.02,10.03,44.7,3.99,6.02,6.54,2.53
3448,1618765200,1,257.02,0.75,13.54,38.62,4.47,6.5,7.03,2.44
3449,1618768800,1,263.69,0.18,15.25,35.05,4.53,6.85,7.38,1.87
3450,1618772400,1,267.03,0.04,15.08,33.26,3.99,7.21,7.78,1.76
3451,1618776000,1,270.37,0.06,14.74,29.33,3.43,7.49,8.13,1.87
3452,1618779600,1,267.03,0.09,13.37,25.03,2.71,7.22,7.89,1.9
3453,1618783200,1,263.69,0.06,10.45,23.6,2.0,6.82,7.48,1.87
3454,1618786800,1,267.03,0.07,9.51,22.89,2.0,7.69,8.41,1.87
3455,1618790400,1,270.37,0.07,9.17,22.89,2.03,9.48,10.28,1.9
3456,1618794000,2,277.04,0.12,10.11,20.21,1.97,11.21,12.11,1.79
3457,1618797600,2,283.72,0.27,11.82,14.48,1.91,12.3,13.23,1.74
3458,1618801200,2,283.72,0.57,13.02,9.66,1.97,12.99,13.9,1.73
3459,1618804800,2,290.39,1.38,14.4,5.5,2.3,13.38,14.3,1.77
3460,1618808400,2,327.11,6.65,16.28,1.29,3.82,14.82,15.97,1.92
3461,1618812000,2,370.5,15.87,15.59,1.14,5.31,16.66,18.12,2.12
3462,1618815600,2,383.85,16.76,17.14,3.22,6.44,17.64,19.36,2.25
3463,1618819200,2,370.5,14.53,16.62,5.59,6.68,16.9,18.82,2.25
3464,1618822800,2,337.12,11.85,13.54,7.78,6.2,14.45,16.52,2.41
3465,1618826400,2,277.04,2.4,10.11,39.7,5.25,12.41,13.6,1.87
3466,1618830000,1,257.02,1.38,6.51,55.79,3.73,9.41,10.2,1.84
3467,1618833600,1,243.66,0.94,4.88,71.53,2.83,8.7,9.38,1.85
3468,1618837200,2,236.99,0.77,3.98,85.12,2.44,9.05,9.84,1.96
3469,1618840800,2,236.99,0.75,3.86,90.84,2.38,9.11,10.07,2.41
3470,1618844400,2,233.65,0.76,4.11,91.55,2.3,8.93,10.05,3.07
3471,1618848000,2,236.99,0.91,6.6,85.12,2.8,8.56,9.89,3.96
3472,1618851600,1,243.66,0.61,10.03,73.67,3.19,7.97,9.48,4.81
3473,1618855200,1,247.0,0.1,11.82,65.8,3.25,7.27,8.76,5.0
3474,1618858800,1,247.0,0.0,12.34,60.08,3.16,6.9,8.26,4.5
3475,1618862400,1,253.68,0.0,14.05,53.64,3.22,7.73,9.06,3.39
3476,1618866000,1,253.68,0.01,13.88,50.78,2.86,9.32,10.66,2.31
3477,1618869600,1,243.66,0.0,11.65,50.07,2.09,9.82,11.12,1.79
3478,1618873200,1,236.99,0.01,10.54,47.21,1.82,9.65,10.92,1.68
3479,1618876800,2,240.33,0.01,10.2,45.42,1.8,10.11,11.36,1.71
3480,1618880400,2,253.68,0.02,11.82,40.41,1.97,11.31,12.63,1.54
3481,1618884000,2,270.37,0.05,14.57,31.83,2.15,12.72,14.21,1.47
3482,1618887600,2,283.72,0.13,17.65,24.68,2.38,13.91,15.6,1.47
3483,1618891200,2,303.75,0.43,21.59,16.63,2.83,15.04,17.02,1.55
3484,1618894800,2,360.49,5.31,29.47,4.56,4.89,17.59,20.04,1.77
3485,1618898400,3,440.6,23.47,26.73,3.71,7.21,21.1,24.16,2.06
3486,1618902000,2,390.53,14.75,26.05,16.27,7.39,19.96,22.6,2.44
3487,1618905600,3,387.19,16.09,22.62,19.85,8.58,20.28,23.04,2.72
3488,1618909200,3,393.87,17.88,21.08,20.56,9.78,21.0,24.1,3.01
3489,1618912800,3,330.45,7.71,18.51,45.42,10.01,21.82,24.64,2.79
3490,1618916400,3,313.76,5.48,17.31,56.51,10.49,23.16,25.84,2.72
3491,1618920000,3,303.75,4.36,16.28,62.23,10.73,24.4,26.97,2.69
3492,1618923600,3,273.71,2.18,10.45,80.82,8.23,22.31,24.29,2.5
3493,1618927200,2,247.0,1.1,6.08,97.28,5.66,17.71,19.07,2.38
3494,1618930800,2,233.65,0.75,4.67,105.86,3.82,11.24,12.19,2.47
3495,1618934400,2,243.66,1.41,9.77,92.98,3.67,7.68,8.61,2.95
3496,1618938000,1,273.71,1.73,18.34,70.1,4.65,7.19,8.45,4.12
3497,1618941600,1,293.73,0.55,25.36,52.21,5.31,7.8,9.43,5.45
3498,1618945200,1,297.07,0.02,26.39,41.84,5.07,8.59,10.47,6.14
3499,1618948800,1,297.07,0.06,25.71,35.05,4.59,9.38,11.38,4.75
3500,1618952400,1,283.72,0.08,22.96,31.47,3.67,9.94,11.94,2.91
3501,1618956000,2,270.37,0.1,20.22,27.54,2.5,10.56,12.52,1.95
3502,1618959600,2,263.69,0.22,20.05,20.74,2.21,11.64,13.67,1.76
3503,1618963200,2,263.69,0.38,20.05,15.91,2.27,12.96,15.11,1.9
3504,1618966800,2,267.03,0.56,20.22,12.7,2.35,14.02,16.26,1.93
3505,1618970400,2,263.69,0.63,19.88,11.44,2.27,14.38,16.59,1.63
3506,1618974000,2,260.35,0.69,19.19,10.19,2.21,14.11,15.97,1.43
3507,1618977600,2,253.68,1.12,18.68,7.42,2.47,13.32,15.21,1.36
3508,1618981200,2,287.06,6.09,21.59,2.86,4.29,13.46,15.52,1.46
3509,1618984800,2,330.45,15.65,21.08,7.06,6.08,14.19,16.33,1.73
3510,1618988400,2,317.1,11.51,22.96,28.25,7.27,14.63,16.75,2.28
3511,1618992000,2,303.75,10.39,19.19,38.98,7.75,15.28,17.83,3.2
3512,1618995600,2,280.38,7.82,14.91,50.07,6.97,15.02,17.92,4.24
3513,1618999200,2,230.31,1.48,5.83,95.84,3.87,8.52,9.9,2.66
3514,1619002800,2,226.97,0.62,4.2,104.43,2.98,8.48,9.62,2.95
3515,1619006400,2,226.97,0.26,4.11,107.29,2.74,11.74,13.22,4.24
3516,1619010000,2,223.64,0.09,4.46,104.43,2.68,11.07,13.0,4.5
3517,1619013600,2,230.31,0.1,5.57,98.71,2.83,7.54,9.49,4.12
3518,1619017200,2,236.99,0.12,7.28,94.41,3.01,6.1,7.93,3.9
3519,1619020800,2,243.66,0.09,9.6,88.69,3.55,8.71,10.19,3.77
3520,1619024400,2,253.68,0.08,11.14,79.39,3.82,14.91,16.04,4.12
3521,1619028000,2,243.66,0.02,9.17,81.54,3.13,14.25,15.19,4.37
3522,1619031600,2,226.97,0.0,7.45,86.55,2.56,7.01,8.19,4.62
3523,1619035200,2,223.64,0.0,6.94,85.83,2.47,2.33,3.97,5.07
3524,1619038800,2,223.64,0.0,6.17,82.97,2.21,1.44,3.48,5.13
3525,1619042400,1,220.3,0.0,4.71,77.96,1.8,1.2,3.56,5.0
3526,1619046000,1,220.3,0.0,4.03,76.53,1.77,1.29,4.24,4.81
3527,1619049600,1,223.64,0.0,3.81,77.96,1.91,1.55,5.16,4.62
3528,1619053200,2,223.64,0.0,3.94,80.11,2.18,1.84,6.04,4.43
3529,1619056800,1,223.64,0.0,4.24,79.39,2.47,2.02,6.68,4.31
3530,1619060400,1,223.64,0.0,4.67,78.68,2.77,2.09,6.96,4.37
3531,1619064000,1,223.64,0.0,5.23,77.25,3.07,2.05,6.99,4.56
3532,1619067600,1,226.97,0.04,6.94,74.39,3.49,2.04,6.86,4.75
3533,1619071200,1,230.31,0.56,7.63,72.24,3.61,1.85,6.46,4.69
3534,1619074800,1,230.31,1.08,6.26,73.67,3.43,1.55,5.87,4.31
3535,1619078400,1,223.64,0.92,4.67,75.82,2.83,1.25,5.21,3.74
3536,1619082000,1,216.96,0.67,3.26,78.68,2.15,1.1,4.65,3.39
3537,1619085600,2,211.95,0.45,2.51,81.54,1.68,0.92,3.46,2.85
3538,1619089200,2,210.29,0.44,2.25,84.4,1.48,0.78,2.68,2.5
3539,1619092800,2,210.29,0.45,2.21,85.83,1.45,0.75,2.54,2.5
3540,1619096400,2,210.29,0.42,2.23,87.98,1.43,0.72,2.42,2.44
3541,1619100000,2,210.29,0.35,2.44,90.12,1.45,0.7,2.3,2.44
3542,1619103600,2,211.95,0.28,2.91,91.55,1.49,0.71,2.26,2.66
3543,1619107200,2,216.96,0.23,3.86,89.41,1.7,0.77,2.27,3.14
3544,1619110800,2,220.3,0.16,5.18,86.55,2.06,0.89,2.06,3.52
3545,1619114400,2,223.64,0.04,6.17,80.82,2.33,1.05,1.78,3.26
3546,1619118000,1,226.97,0.0,6.34,77.25,2.41,1.14,1.67,2.79
3547,1619121600,1,226.97,0.0,6.6,77.96,2.44,1.21,1.74,2.41
3548,1619125200,1,226.97,0.0,6.43,77.96,2.33,1.21,1.83,2.25
3549,1619128800,1,220.3,0.0,5.36,79.39,2.06,1.14,2.03,2.44
3550,1619132400,2,216.96,0.0,4.71,80.11,2.0,1.34,2.86,3.01
3551,1619136000,2,216.96,0.0,4.37,80.11,2.03,1.73,4.05,3.45
3552,1619139600,2,216.96,0.0,4.16,80.11,2.06,2.05,4.87,3.55
3553,1619143200,1,216.96,0.0,4.11,79.39,2.12,2.24,5.27,3.36
3554,1619146800,1,220.3,0.0,4.37,78.68,2.27,2.44,5.52,3.14
3555,1619150400,1,220.3,0.0,4.93,77.96,2.47,2.75,5.85,2.91
3556,1619154000,1,226.97,0.03,6.77,75.1,2.89,3.15,6.28,2.72
3557,1619157600,1,226.97,0.31,7.71,75.1,3.04,3.14,6.24,2.6
3558,1619161200,1,226.97,0.61,6.6,77.96,2.86,2.52,5.39,2.5
3559,1619164800,2,220.3,0.69,5.23,80.82,2.53,1.84,4.43,2.57
3560,1619168400,2,216.96,0.64,3.9,84.4,2.12,1.37,3.85,2.69
3561,1619172000,2,211.95,0.57,3.17,87.26,1.89,1.19,3.54,2.79
3562,1619175600,2,210.29,0.52,2.83,90.12,1.71,1.16,3.2,2.66
3563,1619179200,2,210.29,0.49,2.7,91.55,1.64,1.08,2.85,2.6
3564,1619182800,2,208.62,0.45,2.79,92.98,1.64,1.11,2.67,2.6
3565,1619186400,2,210.29,0.37,3.47,91.55,1.74,1.11,2.48,2.6
3566,1619190000,2,210.29,0.33,4.33,91.55,1.8,1.1,2.23,2.57
3567,1619193600,2,226.97,0.56,9.25,82.97,2.53,1.44,2.52,2.91
3568,1619197200,1,250.34,0.73,16.11,68.67,3.82,2.14,3.42,3.8
3569,1619200800,1,270.37,0.31,21.94,57.22,4.95,2.85,4.37,4.75
3570,1619204400,1,297.07,0.03,28.45,43.63,5.84,3.78,5.59,5.7
3571,1619208000,1,333.79,0.16,37.01,30.4,6.62,5.03,7.12,6.33
3572,1619211600,2,343.8,0.3,40.1,23.6,5.96,5.51,7.76,6.14
3573,1619215200,1,310.42,0.12,32.56,27.9,3.93,4.38,6.47,5.13
3574,1619218800,1,257.02,0.02,18.85,39.34,2.33,2.81,4.44,5.45
3575,1619222400,1,226.97,0.0,10.97,50.07,1.71,2.66,4.24,6.84
3576,1619226000,1,216.96,0.0,6.77,62.94,1.59,2.9,4.72,7.73
3577,1619229600,1,216.96,0.0,6.08,64.37,1.62,2.51,4.23,6.08
3578,1619233200,1,216.96,0.0,6.0,64.37,1.73,2.29,3.9,4.5
3579,1619236800,1,220.3,0.0,6.43,62.94,1.86,2.37,4.0,3.52
3580,1619240400,1,226.97,0.03,8.65,60.08,2.33,2.78,4.5,3.01
3581,1619244000,1,230.31,0.27,9.94,59.37,2.59,3.22,5.03,2.72
3582,1619247600,1,226.97,0.63,8.23,63.66,2.56,3.4,5.16,2.69
3583,1619251200,1,223.64,0.85,7.2,65.09,2.56,3.51,5.3,3.01
3584,1619254800,1,220.3,1.03,5.91,67.23,2.44,3.54,5.35,3.42
3585,1619258400,1,213.62,0.46,4.71,74.39,2.09,2.7,4.18,3.04
3586,1619262000,1,210.29,0.4,4.11,78.68,1.88,1.98,3.23,2.79
3587,1619265600,1,210.29,0.37,3.9,79.39,1.79,1.67,2.85,2.82
3588,1619269200,2,208.62,0.35,3.68,80.82,1.73,1.46,2.62,2.76
3589,1619272800,2,208.62,0.29,3.81,82.25,1.71,1.27,2.4,2.72
3590,1619276400,2,210.29,0.22,4.28,82.25,1.73,1.09,2.17,2.79
3591,1619280000,1,216.96,0.3,7.11,77.96,2.27,1.16,2.27,3.1
3592,1619283600,1,233.65,0.28,11.31,71.53,3.13,1.52,2.77,3.71
3593,1619287200,1,243.66,0.09,14.05,65.8,3.79,1.87,3.22,4.31
3594,1619290800,1,257.02,0.0,16.79,59.37,4.17,2.27,3.71,4.94
3595,1619294400,1,270.37,0.01,19.88,50.78,4.35,2.81,4.42,5.89
3596,1619298000,1,270.37,0.02,19.88,44.7,3.7,3.08,4.87,7.03
3597,1619301600,1,263.69,0.03,19.36,36.48,2.74,3.12,5.01,7.35
3598,1619305200,1,270.37,0.1,21.76,25.75,2.53,3.49,5.45,6.46
3599,1619308800,1,280.38,0.25,23.99,17.7,2.59,3.93,5.81,5.38
3600,1619312400,1,293.73,0.52,26.39,11.98,2.77,4.48,6.3,4.31
3601,1619316000,1,320.44,1.27,30.85,6.08,3.19,5.52,7.44,3.04
3602,1619319600,1,363.83,2.99,38.04,2.03,3.67,7.17,9.37,2.12
3603,1619323200,2,407.22,6.59,42.84,0.39,4.11,8.88,11.44,1.85
3604,1619326800,2,460.63,16.76,43.18,0.22,5.96,11.11,14.17,2.28
3605,1619330400,2,480.65,27.72,39.41,0.64,7.15,12.49,15.98,3.1
3606,1619334000,1,343.8,5.09,38.39,7.78,6.91,8.88,11.7,4.88
3607,1619337600,1,300.41,1.9,28.79,19.49,5.96,7.74,9.97,4.94
3608,1619341200,1,273.71,1.06,19.88,37.55,5.07,6.75,8.34,4.43
3609,1619344800,1,240.33,0.8,10.2,66.52,3.61,4.54,5.33,3.1
3610,1619348400,1,230.31,1.12,6.86,74.39,2.98,3.84,4.44,2.98
3611,1619352000,1,223.64,1.17,5.01,77.96,2.47,3.61,4.16,3.1
3612,1619355600,2,216.96,0.78,3.34,88.69,2.0,2.73,3.12,2.47
3613,1619359200,2,213.62,0.48,2.68,94.41,1.76,1.51,1.77,1.82
3614,1619362800,2,211.95,0.35,2.51,94.41,1.59,0.67,0.86,1.66
3615,1619366400,2,213.62,0.42,4.03,90.12,2.03,0.67,0.95,2.01
3616,1619370000,2,220.3,0.38,6.34,83.69,2.47,0.9,1.36,2.82
3617,1619373600,1,230.31,0.13,8.31,76.53,2.8,1.18,1.78,3.52
3618,1619377200,1,263.69,0.01,16.97,57.94,4.05,2.3,3.22,4.88
3619,1619380800,1,310.42,0.09,27.76,36.48,4.95,3.86,5.26,6.78
3620,1619384400,1,323.77,0.26,30.85,25.39,4.29,4.39,6.14,6.97
3621,1619388000,1,307.08,0.2,28.1,23.25,2.98,3.8,5.67,4.62
3622,1619391600,1,303.75,0.3,28.1,20.56,3.61,3.75,5.72,4.31
3623,1619395200,1,310.42,0.41,29.47,17.17,5.48,4.06,6.09,6.21
3624,1619398800,1,307.08,0.47,28.1,15.74,6.38,4.0,5.94,7.6
3625,1619402400,1,297.07,0.42,24.68,16.27,5.72,3.64,5.39,8.49
3626,1619406000,1,287.06,0.33,21.94,17.88,4.95,3.39,5.02,8.87
3627,1619409600,1,280.38,0.22,20.39,22.71,4.53,3.33,4.85,9.37
3628,1619413200,1,310.42,1.65,26.73,21.64,4.89,4.55,6.21,5.0
3629,1619416800,1,333.79,6.82,26.39,29.33,5.54,5.41,7.25,3.04
3630,1619420400,1,297.07,5.76,17.82,50.07,5.66,4.28,5.94,3.29
3631,1619424000,1,277.04,4.81,13.71,57.94,5.48,3.99,5.69,3.8
3632,1619427600,1,250.34,3.38,10.03,63.66,4.71,3.64,5.37,4.31
3633,1619431200,2,220.3,1.12,4.5,86.55,2.68,2.24,2.95,2.12
3634,1619434800,2,216.96,0.87,3.77,91.55,2.5,1.66,2.1,1.5
3635,1619438400,2,216.96,0.82,3.86,92.98,2.62,1.45,1.86,1.44
3636,1619442000,2,216.96,0.81,3.98,94.41,2.8,1.41,1.8,1.43
3637,1619445600,2,216.96,0.8,4.03,94.41,2.74,1.32,1.69,1.47
3638,1619449200,2,216.96,0.77,4.33,94.41,2.56,1.16,1.52,1.58
3639,1619452800,2,240.33,1.68,10.88,81.54,3.67,1.81,2.37,2.38
3640,1619456400,1,280.38,2.26,21.08,62.23,5.25,3.16,4.1,3.67
3641,1619460000,1,307.08,1.02,29.47,47.21,6.14,4.25,5.43,4.81
3642,1619463600,1,340.46,0.14,35.64,35.05,6.5,5.65,6.93,5.7
3643,1619467200,2,383.85,0.74,43.18,19.49,6.74,7.53,9.04,4.37
3644,1619470800,2,393.87,1.69,43.87,11.18,5.78,8.15,9.8,3.26
3645,1619474400,1,363.83,0.94,37.7,13.05,3.7,7.03,8.55,2.98
3646,1619478000,1,320.44,0.27,28.45,21.64,2.56,5.65,6.94,2.63
3647,1619481600,1,290.39,0.09,21.08,30.04,2.77,4.94,6.07,4.37
3648,1619485200,1,270.37,0.03,16.79,36.84,3.64,4.88,5.96,9.75
3649,1619488800,1,267.03,0.03,16.45,37.19,5.13,5.68,6.82,12.16
3650,1619492400,1,270.37,0.03,17.14,36.84,6.38,6.72,7.86,12.41
3651,1619496000,1,280.38,0.04,18.17,36.12,5.6,7.24,8.41,10.51
3652,1619499600,1,317.1,1.29,25.02,28.61,5.07,8.14,9.5,5.7
3653,1619503200,1,350.48,7.15,26.05,29.33,6.14,8.49,9.96,5.95
3654,1619506800,1,327.11,7.6,20.05,45.42,6.56,6.67,7.92,6.65
3655,1619510400,1,313.76,7.6,15.77,50.78,7.03,5.94,7.13,6.9
3656,1619514000,1,290.39,5.98,12.0,58.65,7.03,5.36,6.47,6.33
3657,1619517600,2,233.65,1.72,4.63,84.4,3.34,2.01,2.46,2.57
3658,1619521200,2,223.64,1.15,3.34,91.55,2.68,1.6,1.94,1.98
3659,1619524800,2,220.3,0.99,3.13,94.41,2.62,1.75,2.11,2.03
3660,1619528400,2,220.3,0.91,3.21,97.28,2.68,1.76,2.13,2.06
3661,1619532000,2,220.3,0.81,3.51,97.28,2.65,1.6,1.96,1.95
3662,1619535600,2,220.3,0.68,4.07,95.84,2.5,1.57,1.92,1.9
3663,1619539200,2,230.31,0.74,6.86,90.12,3.19,1.88,2.3,2.41
3664,1619542800,2,243.66,0.62,10.37,82.25,4.11,2.47,3.02,3.36
3665,1619546400,1,250.34,0.19,12.34,76.53,4.41,3.02,3.67,4.31
3666,1619550000,1,253.68,0.0,12.51,72.96,4.23,3.3,4.01,5.45
3667,1619553600,1,257.02,0.0,13.54,67.95,4.35,3.54,4.34,6.33
3668,1619557200,1,257.02,0.0,13.2,65.8,4.11,3.55,4.39,6.97
3669,1619560800,1,247.0,0.0,10.37,66.52,3.4,3.21,4.05,7.22
3670,1619564400,1,240.33,0.0,8.23,67.95,2.89,2.96,3.8,7.47
3671,1619568000,1,236.99,0.0,7.2,67.95,2.68,3.06,3.89,7.85
3672,1619571600,1,236.99,0.0,6.86,67.23,2.65,3.58,4.46,8.23
3673,1619575200,1,236.99,0.0,6.68,65.8,2.68,4.59,5.55,8.36
3674,1619578800,1,240.33,0.0,6.94,62.23,2.77,5.79,6.95,8.61
3675,1619582400,1,247.0,0.0,8.05,57.94,3.07,7.07,8.45,8.61
3676,1619586000,1,267.03,0.18,12.85,50.78,4.41,8.61,10.19,8.49
3677,1619589600,1,287.06,1.52,16.62,46.49,5.84,9.51,11.24,8.49
3678,1619593200,1,290.39,3.55,15.77,47.21,6.91,9.63,11.47,8.74
3679,1619596800,1,287.06,5.2,13.71,49.35,7.99,9.97,11.99,8.87
3680,1619600400,2,283.72,5.87,12.0,53.64,9.06,11.25,13.38,8.36
3681,1619604000,2,270.37,4.14,10.37,72.96,10.01,14.6,16.56,5.89
3682,1619607600,2,260.35,2.63,8.82,89.41,9.06,15.32,16.97,4.56
3683,1619611200,2,250.34,1.77,7.54,97.28,7.63,14.02,15.43,4.12
3684,1619614800,2,240.33,1.06,5.74,104.43,6.02,10.46,11.56,3.55
3685,1619618400,2,236.99,0.85,5.91,104.43,5.66,8.99,9.96,3.36
3686,1619622000,2,240.33,0.73,6.94,103.0,5.84,9.51,10.56,3.48
3687,1619625600,2,260.35,1.05,12.34,91.55,7.15,11.41,12.68,4.31
3688,1619629200,2,287.06,1.12,18.51,77.96,8.11,13.85,15.31,5.76
3689,1619632800,2,290.39,0.34,19.54,70.1,7.21,15.52,17.05,7.09
3690,1619636400,2,277.04,0.01,15.94,70.1,5.72,17.35,18.81,8.36
3691,1619640000,2,270.37,0.0,14.22,70.1,5.25,18.3,19.76,8.87
3692,1619643600,2,260.35,0.0,12.34,70.1,4.53,16.6,18.04,8.87
3693,1619647200,2,247.0,0.0,9.0,73.67,3.67,14.86,16.33,8.11
3694,1619650800,2,243.66,0.0,7.45,73.67,3.34,13.89,15.41,7.6
3695,1619654400,2,243.66,0.0,7.03,70.81,3.19,13.38,14.96,7.35
3696,1619658000,2,243.66,0.0,7.37,65.09,3.1,13.42,15.07,7.35
3697,1619661600,2,247.0,0.0,8.57,57.94,3.22,13.62,15.34,7.03
3698,1619665200,2,253.68,0.0,10.28,51.5,3.61,13.97,15.76,6.59
3699,1619668800,2,260.35,0.01,13.2,45.06,4.23,13.98,15.85,6.21
3700,1619672400,2,290.39,0.19,21.25,33.98,5.84,13.91,15.8,5.76
3701,1619676000,2,330.45,2.1,30.5,23.25,7.51,14.1,15.9,5.07
3702,1619679600,2,353.81,4.25,34.62,18.95,8.46,13.74,15.22,4.05
3703,1619683200,2,357.15,6.15,32.9,21.1,9.18,12.66,13.84,3.2
3704,1619686800,2,347.14,6.76,29.47,25.03,9.89,11.53,12.62,2.69
3705,1619690400,2,317.1,4.3,26.05,32.19,10.25,10.54,11.6,2.63
3706,1619694000,2,327.11,4.3,27.76,31.47,11.33,13.26,14.4,3.14
3707,1619697600,2,297.07,2.71,19.88,40.77,8.46,16.78,17.56,2.69
3708,1619701200,2,250.34,0.92,8.74,70.81,4.65,13.81,14.14,2.19
3709,1619704800,2,243.66,0.89,6.43,87.26,4.29,10.45,10.76,2.34
3710,1619708400,2,243.66,0.95,6.17,94.41,4.05,8.57,8.97,2.95
3711,1619712000,2,250.34,1.12,9.08,95.84,4.89,7.24,7.78,3.33
3712,1619715600,2,267.03,0.87,13.71,90.12,5.72,7.31,8.0,3.77
3713,1619719200,2,277.04,0.25,16.79,84.4,6.08,7.55,8.33,4.12
3714,1619722800,2,280.38,0.0,17.48,82.25,5.9,7.43,8.3,4.05
3715,1619726400,2,273.71,0.0,16.79,82.25,5.66,6.55,7.34,3.64
3716,1619730000,2,263.69,0.0,15.25,81.54,4.95,5.49,6.13,3.39
3717,1619733600,2,250.34,0.0,11.82,82.97,3.87,4.82,5.4,3.29
3718,1619737200,2,247.0,0.0,9.6,85.12,3.64,5.83,6.43,3.55
3719,1619740800,2,253.68,0.0,9.34,83.69,4.11,9.38,10.06,3.61
3720,1619744400,2,253.68,0.0,9.25,75.82,4.17,12.15,12.85,3.36
3721,1619748000,2,243.66,0.0,8.31,69.38,3.73,12.0,12.71,3.07
3722,1619751600,2,240.33,0.0,7.45,65.8,3.22,11.69,12.48,2.82
3723,1619755200,2,243.66,0.0,7.63,60.8,3.19,11.83,12.79,2.53
3724,1619758800,2,250.34,0.01,9.6,54.36,3.61,12.51,13.7,2.34
3725,1619762400,2,257.02,0.04,9.94,54.36,3.28,14.02,14.99,1.76
3726,1619766000,2,253.68,0.11,9.34,58.65,3.1,15.83,16.46,1.47
3727,1619769600,2,243.66,0.27,8.48,65.8,3.01,11.39,11.85,1.63
3728,1619773200,1,230.31,0.36,6.51,74.39,2.71,5.69,6.08,1.77
3729,1619776800,2,223.64,0.37,4.84,81.54,2.5,3.61,3.94,1.63
3730,1619780400,2,223.64,0.34,4.24,87.26,2.33,3.03,3.35,1.54
3731,1619784000,2,220.3,0.31,4.11,90.84,2.18,2.61,2.94,1.57
3732,1619787600,2,220.3,0.28,4.11,92.98,2.15,2.18,2.51,1.58
3733,1619791200,2,220.3,0.21,4.54,91.55,2.15,1.87,2.21,1.66
3734,1619794800,2,220.3,0.1,5.36,90.12,2.15,1.67,2.02,1.74
3735,1619798400,2,233.65,0.16,9.08,80.82,2.92,1.91,2.36,2.25
3736,1619802000,1,250.34,0.24,14.22,69.38,3.99,2.62,3.24,3.23
3737,1619805600,1,263.69,0.1,17.48,60.8,4.65,3.39,4.09,4.31
3738,1619809200,1,263.69,0.01,16.97,57.94,4.29,3.73,4.45,5.19
3739,1619812800,1,260.35,0.0,15.94,57.22,3.76,3.78,4.56,4.62
3740,1619816400,1,250.34,0.0,14.4,56.51,3.04,3.74,4.6,3.1
3741,1619820000,1,240.33,0.0,12.17,55.79,2.18,3.69,4.59,2.12
3742,1619823600,1,230.31,0.0,10.54,52.93,1.64,4.03,4.97,1.95
3743,1619827200,1,226.97,0.0,10.03,49.35,1.68,4.91,5.93,2.01
3744,1619830800,1,226.97,0.0,10.03,45.78,1.94,5.88,6.94,1.69
3745,1619834400,1,223.64,0.0,10.37,42.56,2.38,6.72,7.8,1.36
3746,1619838000,1,226.97,0.01,10.71,40.41,2.83,7.39,8.45,1.3
3747,1619841600,1,230.31,0.0,10.03,44.35,3.34,7.64,8.56,1.31
3748,1619845200,1,243.66,0.03,12.85,42.2,4.29,8.15,9.06,1.39
3749,1619848800,1,267.03,0.23,18.51,37.91,6.68,9.21,10.25,1.55
3750,1619852400,1,277.04,0.82,20.22,42.92,8.35,9.68,10.78,1.57
3751,1619856000,1,280.38,1.72,20.39,48.64,9.06,9.51,10.56,1.46
3752,1619859600,1,280.38,2.82,20.22,53.64,10.13,8.99,9.94,1.3
3753,1619863200,1,263.69,2.12,15.59,70.1,8.82,6.1,6.82,1.08
3754,1619866800,2,253.68,1.16,14.22,81.54,7.75,4.16,4.78,1.03
3755,1619870400,2,253.68,0.57,15.59,83.69,8.11,3.69,4.32,1.08
3756,1619874000,2,257.02,0.44,16.28,85.12,8.58,3.59,4.23,1.09
3757,1619877600,2,257.02,0.52,16.28,87.26,8.58,3.5,4.13,1.09
3758,1619881200,2,253.68,0.45,16.28,87.98,8.23,3.42,4.02,1.09
3759,1619884800,2,263.69,0.42,19.54,82.97,8.23,3.66,4.32,1.36
3760,1619888400,1,273.71,0.29,22.62,72.24,7.63,4.14,4.87,2.09
3761,1619892000,1,263.69,0.08,19.02,64.37,5.25,4.3,4.99,2.79
3762,1619895600,1,250.34,0.01,12.85,52.21,3.07,5.06,5.71,3.1
3763,1619899200,1,253.68,0.01,12.17,39.7,2.62,7.1,7.92,2.72
3764,1619902800,1,253.68,0.01,12.0,38.27,2.33,7.72,8.61,1.96
3765,1619906400,1,243.66,0.01,9.94,40.77,1.73,6.76,7.59,1.44
3766,1619910000,1,233.65,0.0,8.31,41.13,1.42,6.1,6.89,1.25
3767,1619913600,1,226.97,0.01,7.63,38.98,1.3,5.86,6.62,1.17
3768,1619917200,1,223.64,0.01,7.71,35.76,1.33,5.95,6.74,1.08
3769,1619920800,1,223.64,0.01,7.97,32.54,1.42,6.31,7.14,1.0
3770,1619924400,1,220.3,0.02,8.23,29.68,1.52,7.14,8.07,0.95
