,dt,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3
1591,1612080000,4,867.84,71.53,47.3,0.3,29.8,28.04,29.69,8.36
1592,1612083600,3,781.06,61.69,44.55,3.4,28.13,24.51,26.37,7.79
1593,1612087200,2,660.9,47.39,36.67,8.76,24.56,18.94,20.75,6.59
1594,1612090800,2,560.76,35.76,29.82,14.31,20.27,14.64,16.33,5.51
1595,1612094400,2,453.95,22.58,24.68,21.28,15.97,10.72,12.16,4.31
1596,1612098000,1,390.53,14.08,22.62,27.18,12.4,8.71,9.86,3.14
1597,1612101600,2,460.63,20.12,31.19,17.52,15.02,12.41,13.87,3.83
1598,1612105200,2,540.73,27.72,42.16,7.42,18.36,16.67,18.48,4.62
1599,1612108800,3,647.54,39.79,52.09,0.59,22.17,21.91,24.16,5.76
1600,1612112400,4,787.74,60.8,59.63,0.0,27.42,29.4,32.2,7.41
1601,1612116000,4,921.25,81.36,63.06,0.0,32.9,36.88,40.23,9.12
1602,1612119600,4,988.01,91.2,58.26,0.0,34.81,40.52,44.22,10.13
1603,1612123200,4,947.95,86.73,48.67,0.0,33.38,39.46,43.19,10.26
1604,1612126800,4,881.2,76.0,43.18,0.0,30.99,36.81,40.28,10.39
1605,1612130400,4,774.38,57.22,40.78,0.0,26.23,31.46,34.46,10.13
1606,1612134000,4,634.19,34.42,40.44,0.0,19.31,25.14,27.74,9.63
1607,1612137600,3,520.71,16.99,39.41,0.04,14.66,20.54,23.19,9.37
1608,1612141200,2,453.95,7.94,36.33,0.55,12.88,18.44,21.38,10.01
1609,1612144800,2,420.57,3.52,33.59,2.62,12.16,17.51,20.51,11.15
1610,1612148400,2,397.21,1.27,29.13,7.69,11.09,16.12,18.86,11.53
1611,1612152000,2,367.17,0.31,22.96,17.88,9.18,13.59,15.86,11.02
1612,1612155600,2,357.15,0.22,22.28,22.71,9.66,11.92,13.87,11.78
1613,1612159200,2,380.52,0.57,28.1,19.67,11.33,12.81,14.64,12.41
1614,1612162800,2,407.22,0.8,32.9,18.6,12.99,14.69,16.4,11.02
1615,1612166400,2,400.54,0.82,32.56,23.25,13.83,13.79,15.24,8.87
1616,1612170000,2,387.19,1.82,27.76,32.19,13.47,12.45,13.72,7.47
1617,1612173600,2,377.18,2.29,25.02,39.7,13.35,13.12,14.44,7.22
1618,1612177200,2,380.52,2.93,23.65,41.13,13.35,13.81,15.36,8.11
1619,1612180800,2,377.18,2.74,22.96,41.13,12.88,12.89,14.57,8.49
1620,1612184400,2,367.17,2.15,22.62,43.27,12.52,11.33,12.96,7.54
1621,1612188000,2,363.83,1.84,23.31,44.35,12.64,12.16,13.9,7.22
1622,1612191600,2,357.15,0.94,23.65,48.64,12.4,14.6,16.44,6.71
1623,1612195200,2,357.15,0.1,24.68,54.36,12.04,17.85,19.72,6.27
1624,1612198800,2,370.5,0.01,27.08,54.36,12.99,18.94,20.83,6.46
1625,1612202400,3,403.88,0.02,31.19,50.07,14.78,20.72,22.78,7.28
1626,1612206000,3,453.95,0.05,35.99,42.92,17.64,24.91,26.98,7.98
1627,1612209600,4,500.68,0.08,40.78,36.84,20.74,29.54,31.52,8.36
1628,1612213200,4,534.06,0.12,45.24,32.19,22.89,33.31,35.38,9.12
1629,1612216800,4,547.41,0.15,47.3,29.33,23.13,35.51,37.9,10.39
1630,1612220400,4,527.38,0.08,43.87,29.68,20.5,34.69,37.31,11.4
1631,1612224000,4,494.0,0.06,39.41,30.04,17.17,32.05,34.7,11.91
1632,1612227600,4,467.3,0.08,38.04,27.18,14.9,28.99,31.67,11.53
1633,1612231200,4,453.95,0.2,41.13,19.49,14.07,25.52,28.35,9.88
1634,1612234800,3,453.95,0.59,46.61,9.92,13.71,23.05,25.9,7.47
1635,1612238400,3,420.57,0.65,40.78,9.03,10.01,21.83,24.33,5.19
1636,1612242000,3,387.19,0.52,31.87,12.16,7.87,21.96,24.23,5.32
1637,1612245600,3,400.54,1.44,32.9,8.85,7.15,22.88,25.79,2.85
1638,1612249200,3,423.91,3.55,36.67,3.8,7.75,23.14,26.52,2.12
1639,1612252800,3,440.6,5.76,38.39,1.57,8.11,23.59,27.03,2.5
1640,1612256400,3,440.6,5.87,38.04,2.01,8.35,24.01,27.38,3.61
1641,1612260000,3,427.25,4.19,37.01,3.44,8.82,24.14,27.05,4.75
1642,1612263600,3,417.23,4.25,34.62,5.45,9.54,23.69,26.22,4.62
1643,1612267200,3,410.56,4.81,32.56,6.8,10.01,23.16,25.37,4.5
1644,1612270800,3,460.63,10.95,36.67,2.82,10.97,24.89,27.19,3.61
1645,1612274400,4,560.76,26.6,40.78,0.61,12.52,28.86,31.54,2.72
1646,1612278000,4,674.25,46.05,44.55,0.16,14.42,32.64,35.6,2.57
1647,1612281600,4,767.71,64.37,45.93,0.04,15.97,35.23,38.17,2.53
1648,1612285200,4,807.76,73.31,45.24,0.0,15.97,35.98,38.63,2.25
1649,1612288800,4,807.76,72.42,42.84,0.0,15.26,35.06,37.24,2.09
1650,1612292400,4,747.68,59.01,39.41,0.0,13.23,31.75,33.36,1.93
1651,1612296000,4,654.22,42.02,36.67,0.0,10.61,26.95,28.14,1.73
1652,1612299600,3,560.76,28.16,34.96,0.0,8.35,22.48,23.33,1.58
1653,1612303200,2,487.33,17.88,33.93,0.0,5.96,18.64,19.22,1.46
1654,1612306800,2,447.27,12.63,32.56,0.0,4.17,16.29,16.72,1.35
1655,1612310400,2,433.92,11.18,31.53,0.0,3.87,15.3,15.67,1.35
1656,1612314000,2,440.6,11.29,30.85,0.0,3.87,15.54,15.91,1.38
1657,1612317600,2,440.6,11.4,29.82,0.0,3.67,16.13,16.51,1.44
1658,1612321200,2,447.27,11.51,29.13,0.0,3.58,16.66,17.05,1.5
1659,1612324800,2,460.63,12.96,28.45,0.0,3.87,16.99,17.39,1.49
1660,1612328400,2,500.68,19.45,28.45,0.0,4.95,18.27,18.75,1.41
1661,1612332000,3,607.49,36.66,29.82,0.0,7.99,22.1,22.85,1.54
1662,1612335600,4,734.33,57.22,33.93,0.0,10.97,26.13,27.24,1.76
1663,1612339200,4,794.41,69.74,38.04,0.02,12.99,27.11,28.56,1.81
1664,1612342800,4,821.11,76.89,40.44,0.09,14.54,27.12,28.85,1.69
1665,1612346400,3,767.71,73.31,38.73,0.27,14.42,24.5,26.3,1.5
1666,1612350000,2,654.22,59.01,33.59,0.5,12.99,18.93,20.74,1.36
1667,1612353600,2,547.41,42.02,29.82,0.74,11.8,13.38,14.97,1.28
1668,1612357200,1,460.63,29.5,28.1,1.34,10.97,9.25,10.58,1.2
1669,1612360800,1,447.27,27.27,29.13,0.94,10.61,8.45,9.68,1.11
1670,1612364400,1,460.63,28.61,31.87,0.39,10.49,8.74,9.97,1.08
1671,1612368000,1,494.0,35.32,33.93,0.05,10.49,9.89,11.15,1.09
1672,1612371600,2,554.09,47.39,35.3,0.0,10.73,12.24,13.57,1.2
1673,1612375200,2,607.49,55.88,34.96,0.0,11.09,14.85,16.02,1.35
1674,1612378800,2,620.84,53.64,33.59,0.0,10.73,15.54,16.57,1.43
1675,1612382400,2,634.19,52.3,33.59,0.0,10.97,16.05,17.26,1.36
1676,1612386000,2,667.57,55.88,34.96,0.0,11.68,17.27,18.76,1.25
1677,1612389600,2,627.52,49.17,34.27,0.0,10.13,15.46,16.86,1.05
1678,1612393200,2,507.36,30.4,32.56,0.01,6.56,11.0,12.04,0.83
1679,1612396800,1,397.21,16.76,27.42,0.01,4.29,7.07,7.82,0.82
1680,1612400400,1,380.52,16.32,22.62,0.0,3.25,6.89,7.55,0.86
1681,1612404000,2,440.6,14.53,23.31,0.0,2.8,10.8,11.38,0.82
1682,1612407600,2,460.63,7.38,25.02,0.15,2.71,13.9,14.41,0.81
1683,1612411200,2,417.23,1.55,22.28,4.34,2.77,14.49,15.03,0.86
1684,1612414800,2,383.85,0.42,19.19,12.52,3.25,15.13,15.8,0.98
1685,1612418400,2,373.84,0.5,21.59,16.81,4.47,14.8,15.65,1.28
1686,1612422000,2,360.49,0.37,23.31,22.71,5.84,11.87,12.74,1.76
1687,1612425600,1,333.79,0.19,21.25,32.9,6.8,8.43,9.22,2.12
1688,1612429200,1,307.08,0.31,19.19,43.27,7.45,6.18,6.91,2.22
1689,1612432800,1,293.73,0.34,18.51,50.07,7.87,4.87,5.52,2.06
1690,1612436400,1,290.39,0.27,18.68,52.93,7.75,4.22,4.81,1.81
1691,1612440000,1,290.39,0.18,18.17,53.64,6.86,3.82,4.4,1.69
1692,1612443600,1,293.73,0.16,18.51,52.93,6.44,3.77,4.38,1.69
1693,1612447200,1,297.07,0.16,19.19,52.21,6.32,3.88,4.52,1.77
1694,1612450800,1,300.41,0.11,19.88,51.5,6.2,3.95,4.57,1.77
1695,1612454400,1,300.41,0.04,20.74,49.35,5.9,3.93,4.51,1.73
1696,1612458000,1,300.41,0.03,21.59,47.92,5.78,4.07,4.64,1.65
1697,1612461600,1,310.42,0.03,21.94,46.49,6.02,4.43,4.99,1.55
1698,1612465200,1,313.76,0.03,21.25,46.49,5.96,4.62,5.22,1.85
1699,1612468800,1,313.76,0.03,20.05,47.21,7.03,4.8,5.47,3.67
1700,1612472400,1,310.42,0.03,19.36,47.21,7.03,5.08,5.83,4.24
1701,1612476000,1,303.75,0.02,17.65,48.64,6.56,5.18,5.95,4.5
1702,1612479600,1,283.72,0.01,13.2,52.21,5.48,4.9,5.61,4.69
1703,1612483200,1,273.71,0.0,10.88,54.36,5.13,5.06,5.77,5.26
1704,1612486800,1,270.37,0.0,9.94,54.36,5.31,5.6,6.4,5.57
1705,1612490400,1,277.04,0.0,10.28,52.21,6.44,6.93,7.92,5.83
1706,1612494000,1,287.06,0.0,11.14,49.35,7.75,8.83,10.02,6.14
1707,1612497600,2,293.73,0.0,11.65,47.21,8.23,10.16,11.6,6.59
1708,1612501200,2,300.41,0.01,12.34,45.06,8.58,11.14,12.88,7.66
1709,1612504800,2,317.1,0.03,16.45,40.05,10.13,12.72,14.75,8.99
1710,1612508400,2,323.77,0.07,19.36,36.84,10.73,13.3,15.45,9.5
1711,1612512000,2,317.1,0.09,19.36,37.91,10.49,12.38,14.36,9.12
1712,1612515600,2,310.42,0.22,18.17,40.77,10.25,11.11,12.83,8.49
1713,1612519200,2,303.75,0.5,17.14,42.56,10.01,10.25,11.82,7.79
1714,1612522800,1,297.07,0.78,16.45,43.63,9.06,9.78,11.27,6.65
1715,1612526400,1,293.73,0.91,15.59,45.06,8.46,9.26,10.66,6.59
1716,1612530000,1,287.06,0.69,15.25,46.49,7.63,8.08,9.41,6.4
1717,1612533600,1,280.38,0.4,14.4,49.35,6.74,6.25,7.52,6.14
1718,1612537200,1,277.04,0.16,13.54,51.5,5.96,4.67,5.85,5.7
1719,1612540800,1,273.71,0.03,12.85,52.93,5.19,3.57,4.46,4.43
1720,1612544400,1,273.71,0.01,12.85,52.93,5.01,3.33,3.96,3.23
1721,1612548000,1,280.38,0.01,13.71,50.78,6.32,3.84,4.43,3.77
1722,1612551600,1,283.72,0.02,14.05,48.64,7.09,4.38,4.99,4.05
1723,1612555200,1,287.06,0.02,13.88,45.78,7.75,4.71,5.33,4.18
1724,1612558800,1,290.39,0.02,13.88,42.56,8.82,5.05,5.62,4.24
1725,1612562400,1,290.39,0.02,12.51,41.84,9.06,5.09,5.59,4.05
1726,1612566000,1,287.06,0.01,9.94,43.27,8.46,5.13,5.56,3.86
1727,1612569600,1,293.73,0.0,9.0,43.27,8.46,6.47,6.92,3.93
1728,1612573200,1,303.75,0.0,9.43,42.92,9.18,8.23,8.76,4.31
1729,1612576800,1,297.07,0.0,9.08,45.42,8.94,8.27,8.82,4.43
1730,1612580400,1,283.72,0.0,7.88,49.35,7.75,7.17,7.69,4.37
1731,1612584000,1,273.71,0.0,6.94,52.93,6.62,6.36,6.99,4.94
1732,1612587600,1,267.03,0.0,6.77,55.08,6.08,6.23,7.09,5.95
1733,1612591200,1,270.37,0.0,8.31,55.08,6.2,6.44,7.45,6.52
1734,1612594800,1,270.37,0.01,9.25,56.51,6.02,6.13,7.08,6.4
1735,1612598400,1,267.03,0.02,8.65,60.08,5.31,4.97,5.78,5.95
1736,1612602000,1,260.35,0.08,7.71,67.95,4.59,3.76,4.45,5.26
1737,1612605600,1,253.68,0.21,7.03,72.24,4.41,2.98,3.56,4.43
1738,1612609200,1,247.0,0.33,6.26,71.53,4.29,2.53,3.05,3.74
1739,1612612800,1,243.66,0.41,5.66,69.38,4.05,2.24,2.74,3.61
1740,1612616400,1,247.0,0.39,5.57,67.95,3.87,2.03,2.53,3.71
1741,1612620000,1,250.34,0.22,6.0,65.8,3.93,2.11,2.64,4.05
1742,1612623600,1,253.68,0.1,6.6,63.66,4.29,2.55,3.16,4.56
1743,1612627200,1,260.35,0.03,7.11,62.23,4.47,3.03,3.7,4.88
1744,1612630800,1,263.69,0.0,7.8,60.08,4.35,3.39,4.05,5.13
1745,1612634400,1,267.03,0.0,8.23,58.65,4.29,3.48,4.1,5.51
1746,1612638000,1,263.69,0.0,7.37,62.94,4.11,3.12,3.76,5.89
1747,1612641600,1,253.68,0.0,6.08,73.67,3.87,2.54,3.2,5.76
1748,1612645200,2,247.0,0.0,5.31,83.69,3.79,2.05,2.72,5.64
1749,1612648800,2,240.33,0.0,4.58,86.55,3.58,1.68,2.3,5.32
1750,1612652400,2,233.65,0.0,3.51,87.26,3.31,1.43,2.0,4.94
1751,1612656000,2,230.31,0.0,2.91,88.69,2.95,1.23,1.71,4.5
1752,1612659600,2,230.31,0.0,2.49,90.12,2.5,1.01,1.42,4.18
1753,1612663200,2,230.31,0.0,2.38,90.12,2.24,0.93,1.3,4.12
1754,1612666800,2,233.65,0.0,2.29,90.12,2.12,0.88,1.24,4.12
1755,1612670400,2,236.99,0.0,2.36,89.41,2.12,0.86,1.16,3.86
1756,1612674000,2,240.33,0.0,2.7,90.12,2.33,0.95,1.25,3.83
1757,1612677600,2,243.66,0.0,4.24,90.12,3.16,1.38,1.74,4.37
1758,1612681200,2,243.66,0.0,5.66,90.12,3.99,1.98,2.44,5.19
1759,1612684800,2,247.0,0.01,6.26,88.69,4.59,2.47,3.01,5.7
1760,1612688400,2,250.34,0.08,6.43,85.83,4.65,2.63,3.2,5.83
1761,1612692000,2,250.34,0.18,6.17,82.25,4.29,2.48,2.98,5.26
1762,1612695600,2,253.68,0.28,5.57,80.11,3.87,2.27,2.66,4.56
1763,1612699200,2,253.68,0.33,5.18,80.11,3.58,2.17,2.51,4.37
1764,1612702800,2,250.34,0.28,5.36,80.82,3.49,2.19,2.54,4.5
1765,1612706400,2,250.34,0.15,5.66,80.11,3.4,2.2,2.54,4.5
1766,1612710000,1,250.34,0.06,5.83,77.96,3.19,2.09,2.42,4.37
1767,1612713600,1,247.0,0.01,5.66,76.53,2.95,1.87,2.23,4.56
1768,1612717200,1,243.66,0.0,5.74,77.96,2.95,1.81,2.25,5.13
1769,1612720800,1,247.0,0.0,5.91,78.68,3.16,1.89,2.39,5.64
1770,1612724400,2,243.66,0.0,6.0,80.11,3.52,1.92,2.45,5.89
1771,1612728000,2,240.33,0.0,5.66,80.82,3.82,1.78,2.3,5.57
1772,1612731600,2,236.99,0.0,5.31,81.54,3.87,1.66,2.17,5.13
1773,1612735200,2,236.99,0.0,4.63,80.82,3.55,1.59,2.11,5.07
1774,1612738800,2,233.65,0.0,3.73,80.11,3.19,1.65,2.2,5.32
1775,1612742400,1,236.99,0.0,3.9,78.68,3.31,1.98,2.59,5.7
1776,1612746000,1,240.33,0.0,3.86,77.25,3.22,2.25,2.87,6.02
1777,1612749600,1,240.33,0.0,3.94,77.25,3.25,2.47,3.09,6.33
1778,1612753200,1,243.66,0.0,4.07,77.25,3.31,2.61,3.21,6.71
1779,1612756800,1,243.66,0.0,4.24,77.25,3.31,2.61,3.16,6.84
1780,1612760400,1,243.66,0.0,4.63,76.53,3.31,2.79,3.35,7.22
1781,1612764000,1,250.34,0.0,6.43,73.67,3.7,3.13,3.73,7.73
1782,1612767600,1,253.68,0.01,7.8,71.53,3.87,3.44,4.01,7.79
1783,1612771200,1,257.02,0.03,7.88,72.24,3.82,3.53,4.0,7.73
1784,1612774800,1,253.68,0.12,7.45,75.82,3.64,3.35,3.74,7.28
1785,1612778400,1,253.68,0.33,7.03,79.39,3.64,2.99,3.32,6.71
1786,1612782000,2,253.68,0.55,7.03,80.11,3.93,2.84,3.12,6.59
1787,1612785600,1,253.68,0.77,7.45,78.68,4.53,3.12,3.39,7.09
1788,1612789200,1,257.02,0.85,8.65,75.82,5.07,3.49,3.76,7.73
1789,1612792800,1,257.02,0.59,9.77,72.24,5.36,3.52,3.78,8.23
1790,1612796400,1,257.02,0.26,10.45,70.81,5.19,3.09,3.35,7.85
1791,1612800000,1,260.35,0.05,11.14,70.81,5.01,2.71,2.97,7.28
1792,1612803600,1,267.03,0.01,12.51,69.38,5.19,2.7,2.99,6.9
1793,1612807200,1,273.71,0.01,14.05,67.23,5.72,2.98,3.32,6.78
1794,1612810800,1,277.04,0.01,14.91,65.8,6.38,3.24,3.65,6.97
1795,1612814400,1,277.04,0.01,14.74,64.37,6.5,3.39,3.85,7.09
1796,1612818000,1,280.38,0.02,15.08,62.94,6.74,3.65,4.16,7.41
1797,1612821600,1,277.04,0.02,14.91,61.51,6.62,3.85,4.4,7.73
1798,1612825200,1,267.03,0.01,12.34,62.94,5.78,3.61,4.14,8.04
1799,1612828800,1,263.69,0.01,11.31,62.94,5.6,3.76,4.3,8.23
1800,1612832400,1,273.71,0.01,13.02,59.37,6.02,4.45,5.08,8.87
1801,1612836000,1,287.06,0.02,16.28,53.64,6.62,5.41,6.17,10.01
1802,1612839600,1,297.07,0.04,18.85,48.64,7.21,6.18,7.08,11.02
1803,1612843200,1,310.42,0.08,21.76,43.63,7.87,6.86,7.93,11.65
1804,1612846800,1,340.46,0.28,29.47,33.62,9.42,8.41,9.78,13.17
1805,1612850400,2,460.63,5.92,51.41,9.12,15.97,14.54,16.63,15.96
1806,1612854000,3,620.84,28.16,58.95,0.35,23.37,22.45,25.33,19.51
1807,1612857600,4,720.98,46.94,59.63,1.38,28.13,27.27,30.77,22.29
1808,1612861200,4,767.71,59.01,56.89,5.54,31.95,29.91,33.87,24.07
1809,1612864800,4,794.41,64.37,56.21,9.3,33.38,31.34,35.3,24.32
1810,1612868400,4,707.63,53.2,52.09,13.77,27.9,27.08,30.45,22.8
1811,1612872000,2,527.38,29.06,43.18,22.71,19.79,18.1,20.63,19.25
1812,1612875600,1,320.44,5.14,23.65,47.92,10.97,7.79,9.15,11.4
1813,1612879200,1,310.42,2.74,23.99,48.64,10.73,6.77,7.99,9.63
1814,1612882800,1,313.76,1.4,28.45,44.35,11.8,6.78,8.06,9.12
1815,1612886400,2,423.91,5.25,56.21,14.66,17.41,11.82,13.71,10.64
1816,1612890000,3,654.22,39.79,71.29,0.04,27.42,22.72,25.66,13.17
1817,1612893600,4,974.66,95.67,75.4,0.0,41.96,38.82,42.83,14.82
1818,1612897200,5,1348.5,155.57,82.94,0.0,57.22,58.3,63.59,16.47
1819,1612900800,5,1602.17,191.33,90.48,0.0,64.85,72.7,79.16,17.73
1820,1612904400,5,1628.88,185.97,94.59,0.0,62.94,76.92,84.08,17.99
1821,1612908000,5,1441.96,148.42,91.85,0.0,52.45,68.03,75.83,20.77
1822,1612911600,5,1134.87,100.14,81.57,0.0,36.72,51.64,59.09,24.83
1823,1612915200,4,867.84,63.48,69.92,0.0,25.51,37.4,44.27,27.36
1824,1612918800,4,687.6,42.02,59.63,0.0,19.07,28.67,34.61,28.63
1825,1612922400,3,594.14,30.85,52.78,0.01,15.97,24.35,28.66,29.39
1826,1612926000,3,554.09,26.82,49.35,0.01,14.9,22.56,24.88,30.15
1827,1612929600,3,534.06,25.03,45.93,0.02,14.19,21.11,22.46,31.16
1828,1612933200,3,540.73,27.72,42.84,0.02,14.78,22.5,24.32,32.93
1829,1612936800,4,674.25,49.17,42.84,0.0,21.46,30.48,33.13,35.97
1830,1612940400,4,894.55,88.51,45.24,0.01,32.9,42.79,46.64,39.52
1831,1612944000,5,1108.17,126.96,47.98,0.37,47.68,54.06,59.07,43.06
1832,1612947600,5,1281.74,155.57,50.72,1.68,61.99,63.28,69.28,47.12
1833,1612951200,5,1415.25,177.03,54.84,4.56,76.29,71.63,78.67,50.16
1834,1612954800,5,1428.6,175.24,58.95,8.49,78.2,75.01,82.0,49.14
1835,1612958400,5,1268.39,144.84,61.01,13.41,66.76,71.31,77.6,42.56
1836,1612962000,5,921.25,89.41,54.84,18.77,42.44,53.35,58.53,30.65
1837,1612965600,4,680.92,52.3,50.72,19.13,29.09,37.63,42.0,22.55
1838,1612969200,3,514.03,24.59,50.04,17.17,22.17,24.34,27.77,16.97
1839,1612972800,2,453.95,10.95,54.84,8.67,18.12,17.42,20.1,14.69
1840,1612976400,3,547.41,25.93,56.21,0.15,19.79,20.62,23.56,18.24
1841,1612980000,3,634.19,39.34,52.78,0.01,22.65,24.18,27.44,21.53
1842,1612983600,4,680.92,44.7,52.78,0.01,25.27,26.61,30.07,23.81
1843,1612987200,4,727.65,50.96,52.09,0.0,27.9,29.26,33.27,25.33
1844,1612990800,4,787.74,61.69,50.72,0.0,30.99,33.12,38.53,26.85
1845,1612994400,4,781.06,62.59,47.98,0.0,28.13,33.84,40.65,29.39
1846,1612998000,4,607.49,38.45,42.84,0.02,16.45,25.66,32.06,32.42
1847,1613001600,2,440.6,13.97,38.04,0.88,8.7,16.4,20.18,31.41
1848,1613005200,1,333.79,1.3,28.45,15.56,5.31,8.49,10.11,23.05
1849,1613008800,1,293.73,0.06,17.14,41.84,4.23,4.29,5.4,15.45
1850,1613012400,1,277.04,0.01,11.65,57.94,3.67,2.66,3.53,11.65
1851,1613016000,1,257.02,0.0,7.2,70.1,3.16,1.9,2.56,8.04
1852,1613019600,1,260.35,0.0,7.97,72.24,3.73,2.31,3.01,7.41
1853,1613023200,1,280.38,0.01,13.02,69.38,5.25,3.53,4.4,7.47
1854,1613026800,1,303.75,0.03,18.85,62.94,6.62,4.87,6.0,7.6
1855,1613030400,1,317.1,1.05,21.42,58.65,7.57,5.87,7.21,7.73
1856,1613034000,1,327.11,3.91,19.19,60.8,8.23,6.57,8.09,7.73
1857,1613037600,1,337.12,6.71,18.51,61.51,9.18,7.3,8.99,7.92
1858,1613041200,1,350.48,8.72,19.71,58.65,10.01,8.09,9.94,8.11
1859,1613044800,1,363.83,10.06,21.94,54.36,10.49,8.68,10.64,8.49
1860,1613048400,1,397.21,12.63,28.45,45.78,12.04,9.94,12.01,8.87
1861,1613052000,2,453.95,16.54,39.76,31.83,14.9,12.26,14.59,9.5
1862,1613055600,2,520.71,20.12,53.47,15.02,17.88,14.69,17.28,10.39
1863,1613059200,2,554.09,23.02,62.38,2.91,18.84,15.69,18.4,11.02
1864,1613062800,2,547.41,23.92,61.01,0.26,17.41,15.05,17.7,11.02
1865,1613066400,2,540.73,21.91,58.26,0.32,17.41,14.78,17.41,10.89
1866,1613070000,2,547.41,21.91,55.52,0.31,18.12,15.25,18.19,12.03
1867,1613073600,2,560.76,24.81,51.41,0.21,18.36,16.15,19.59,14.69
1868,1613077200,2,560.76,25.71,47.3,0.2,17.64,16.42,20.14,17.48
1869,1613080800,2,514.03,20.34,45.93,0.49,14.9,14.66,18.21,19.51
1870,1613084400,2,410.56,6.43,41.81,4.92,9.18,9.58,11.91,20.27
1871,1613088000,1,343.8,0.8,32.22,19.85,6.26,6.47,7.97,20.27
1872,1613091600,1,320.44,0.2,25.71,32.9,5.54,5.44,6.47,19.76
1873,1613095200,1,327.11,0.15,25.02,36.48,5.9,5.53,6.4,18.75
1874,1613098800,1,337.12,0.17,26.05,35.41,6.62,6.0,6.81,18.24
1875,1613102400,1,347.14,0.21,27.08,33.26,7.27,6.41,7.12,17.99
1876,1613106000,1,370.5,0.47,32.22,27.18,8.46,7.17,7.75,18.24
1877,1613109600,2,473.98,6.54,50.72,7.33,14.31,12.27,13.11,19.25
1878,1613113200,2,594.14,25.26,54.84,0.44,19.79,17.93,19.27,20.52
1879,1613116800,2,607.49,33.98,49.35,4.51,19.79,18.3,20.92,20.27
1880,1613120400,2,514.03,27.05,38.73,19.67,16.21,13.9,16.96,17.48
1881,1613124000,1,403.88,16.09,26.39,40.41,12.04,8.76,11.27,13.43
1882,1613127600,1,360.49,12.18,20.22,51.5,10.13,6.77,8.79,11.65
1883,1613131200,1,327.11,8.72,16.11,59.37,8.11,5.16,6.61,10.89
1884,1613134800,1,323.77,7.94,16.62,60.8,7.57,4.91,6.15,10.13
1885,1613138400,1,347.14,8.72,22.62,55.79,8.82,5.93,7.29,9.75
1886,1613142000,1,370.5,7.15,31.53,46.49,9.78,6.71,8.2,9.63
1887,1613145600,2,377.18,2.63,40.78,34.69,9.66,6.78,8.34,9.63
1888,1613149200,2,370.5,0.4,41.47,30.4,8.94,6.38,8.04,9.5
1889,1613152800,1,363.83,0.3,37.7,32.9,8.94,6.34,8.1,9.63
1890,1613156400,1,357.15,0.22,33.24,35.41,8.94,6.48,8.3,10.13
1891,1613160000,1,350.48,0.17,30.85,38.27,8.58,6.53,8.38,10.77
1892,1613163600,1,347.14,0.13,29.13,42.2,8.23,6.36,8.21,11.53
1893,1613167200,1,333.79,0.07,26.05,47.92,7.33,5.7,7.51,11.91
1894,1613170800,1,300.41,0.02,18.68,56.51,5.25,4.38,6.01,12.29
1895,1613174400,1,280.38,0.01,13.37,62.23,3.93,3.99,5.41,12.67
1896,1613178000,1,280.38,0.01,12.85,62.23,3.79,4.72,6.01,13.17
1897,1613181600,1,290.39,0.01,14.57,58.65,4.05,5.79,7.1,14.06
1898,1613185200,1,297.07,0.01,16.11,55.08,4.29,6.59,7.99,15.07
1899,1613188800,1,300.41,0.02,17.31,52.21,4.53,7.16,8.69,15.96
1900,1613192400,1,313.76,0.04,20.91,47.21,5.36,7.95,9.51,16.47
1901,1613196000,2,373.84,0.4,36.33,31.11,8.94,11.02,12.73,17.48
1902,1613199600,2,447.27,2.82,54.15,12.34,12.99,14.9,17.2,18.24
1903,1613203200,2,480.65,10.95,52.09,13.23,14.78,16.94,19.86,18.75
1904,1613206800,2,473.98,18.11,40.78,26.11,15.14,17.64,20.93,18.24
1905,1613210400,2,447.27,18.77,33.24,35.76,14.54,17.56,20.91,17.23
1906,1613214000,2,403.88,14.31,28.1,41.84,12.52,16.09,19.27,15.71
1907,1613217600,2,353.81,9.05,22.62,47.92,9.66,13.14,15.88,13.55
1908,1613221200,2,340.46,7.82,21.42,50.07,8.23,10.88,13.22,10.89
1909,1613224800,2,383.85,11.18,29.47,41.13,10.37,11.65,14.13,10.64
1910,1613228400,2,440.6,14.19,42.5,27.18,13.47,13.37,16.14,11.27
1911,1613232000,2,494.0,13.97,60.32,9.03,15.74,15.03,18.16,12.29
1912,1613235600,2,527.38,15.2,67.17,0.81,16.21,16.01,19.48,13.3
1913,1613239200,2,547.41,16.32,66.49,0.64,16.69,16.93,20.57,14.19
1914,1613242800,2,540.73,14.31,62.38,0.96,16.45,17.3,20.86,15.45
1915,1613246400,2,514.03,9.84,59.63,2.19,15.14,16.77,19.98,16.97
1916,1613250000,2,480.65,5.7,56.89,4.96,13.71,15.66,18.64,17.99
1917,1613253600,2,440.6,2.52,52.09,10.19,11.56,13.84,16.61,19.0
1918,1613257200,2,377.18,0.52,40.1,20.92,7.87,10.98,13.31,20.52
1919,1613260800,1,337.12,0.16,29.47,30.04,5.84,9.55,11.23,22.55
1920,1613264400,1,320.44,0.09,24.68,35.05,5.19,9.68,11.07,24.83
1921,1613268000,2,313.76,0.07,22.28,38.27,4.95,10.3,11.64,27.11
